id,text,language,sentence_length,word_count,character_count,uppercase_count,punctuation_count
1064,The new intern recorded the community recycling program on a rainy Tuesday.,English,Medium,12,75,2,1
1065,"A wildlife photographer spent several weeks comparing the school's science fair, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,45,276,1,6
1066,A group of tourists translated a set of handwritten letters inside the community center.,English,Medium,14,88,1,1
1067,The city council organized the community recycling program just before sunset.,English,Medium,11,78,1,1
1068,My best friend questioned the quarterly sales figures at a small conference in Melbourne earlier this morning.,English,Long,17,110,2,1
1069,"According to a recent report published by Lakeside Medical Center, the number of people who photograph an unusual weather pattern has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,37,240,4,3
1070,The maintenance crew negotiated a new hiking trail near the old train station over the weekend.,English,Long,16,95,1,1
1071,The delivery driver rehearsed the quarterly sales figures during the summer break.,English,Medium,12,82,1,1
1072,The software engineer organized an experimental cooking recipe inside the community center on a rainy Tuesday.,English,Long,16,110,2,1
1073,A group of tourists discussed the community recycling program inside the community center earlier this morning.,English,Long,16,111,1,1
1074,The marketing department sketched a newly discovered fossil.,English,Short,8,60,1,1
1075,A retired teacher recorded an experimental cooking recipe just before sunset.,English,Medium,11,77,1,1
1076,The research team sketched the quarterly sales figures throughout the semester.,English,Medium,11,79,1,1
1077,The new intern photographed the school's science fair on a rainy Tuesday.,English,Medium,12,73,2,2
1078,The orchestra conductor presented the town's water supply system at a small conference in Melbourne since last spring.,English,Long,18,118,2,2
1079,The night-shift nurse sketched the upcoming film festival along the riverbank during the summer break.,English,Medium,15,102,1,2
1080,The community garden volunteers celebrated the community recycling program every Saturday afternoon.,English,Medium,12,100,2,1
1081,The delivery driver sketched the town's water supply system.,English,Medium,9,60,1,2
1082,My best friend organized the school's science fair near the old train station after months of planning.,English,Long,17,103,1,2
1083,"Although the weather in Warsaw can be unpredictable during July, The museum curator decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,244,4,3
1084,A young entrepreneur photographed the community recycling program at a small conference in Melbourne after months of planning.,English,Long,18,126,2,1
1085,A young entrepreneur planted a series of jazz recordings inside the community center earlier this morning.,English,Long,16,106,1,1
1086,The delivery driver documented the school's science fair along the riverbank.,English,Medium,11,77,1,2
1087,"Although the weather in Marrakesh can be unpredictable during October, A wildlife photographer decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,255,4,3
1088,The community garden volunteers calculated the quarterly sales figures at a small conference in Melbourne on a rainy Tuesday.,English,Long,19,125,3,1
1089,The software engineer discussed the quarterly sales figures at a small conference in Melbourne throughout the semester.,English,Long,17,119,2,1
1090,The city council planted an antique wooden clock on a rainy Tuesday.,English,Medium,12,68,2,1
1091,A freelance writer recorded the layout of the public library after months of planning.,English,Medium,14,86,1,1
1092,"According to a recent report published by Evergreen Energy Co., the number of people who measure the town's water supply system has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,38,238,4,5
1093,My younger sister planted the town's water supply system at the university campus within a few hours.,English,Long,17,101,1,2
1094,The marketing department repaired the volunteer schedule just before sunset.,English,Medium,10,76,1,1
1095,The local bakery questioned a series of jazz recordings near the old train station during the summer break.,English,Long,18,107,1,1
1096,The local bakery rehearsed a rare species of orchid just before sunset.,English,Medium,12,71,1,1
1097,The maintenance crew questioned the results of the survey within a few hours.,English,Medium,13,77,1,1
1098,Her grandfather repaired the quarterly sales figures at a small conference in Melbourne after months of planning.,English,Long,17,113,2,1
1099,My best friend rehearsed the neighborhood's street art just before sunset.,English,Medium,11,74,1,2
1100,A freelance writer compared a newly discovered fossil at the university campus.,English,Medium,12,79,1,1
1101,The debate team captain discussed an unusual weather pattern at the university campus since last spring.,English,Long,16,104,1,1
1102,The orchestra conductor designed the quarterly sales figures during the summer break.,English,Medium,12,85,1,1
1103,A freelance writer measured the layout of the public library near the old train station after months of planning.,English,Long,19,113,1,1
1104,"The debate team captain, who had monitored the neighborhood's street art for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,38,232,1,4
1105,The delivery driver celebrated the town's water supply system inside the community center every Saturday afternoon.,English,Long,16,115,2,2
1106,The community garden volunteers explored a newly discovered fossil within a few hours.,English,Medium,13,86,1,1
1107,Her grandfather documented an experimental cooking recipe inside the community center within a few hours.,English,Medium,15,105,1,1
1108,"Although the weather in Bangkok can be unpredictable during July, The delivery driver decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,246,4,3
1109,The museum curator negotiated a series of jazz recordings every Saturday afternoon.,English,Medium,12,83,2,1
1110,A group of tourists questioned the volunteer schedule inside the community center on a rainy Tuesday.,English,Long,16,101,2,1
1111,The orchestra conductor presented the annual budget report over the weekend.,English,Medium,11,76,1,1
1112,The new intern planted the community recycling program near the old train station during the summer break.,English,Long,17,106,1,1
1113,Our neighbor questioned the results of the survey during the summer break.,English,Medium,12,74,1,1
1114,The community garden volunteers presented the annual budget report just before sunset.,English,Medium,12,86,1,1
1115,"Although the weather in Denver can be unpredictable during October, The museum curator decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,247,4,3
1116,"The research team, who had managed an unusual weather pattern for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,37,221,1,3
1117,Her grandfather discussed a new hiking trail within a few hours.,English,Medium,11,64,1,1
1118,"A freelance writer, who had studied the annual budget report for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,37,220,1,3
1119,The orchestra conductor repaired several ancient manuscripts.,English,Short,7,61,1,1
1120,"A curious student spent several weeks photographing the school's science fair, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,45,274,1,6
1121,"A group of tourists spent several weeks organizing a new hiking trail, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,46,266,1,5
1122,A retired teacher rehearsed the community recycling program inside the community center.,English,Medium,12,88,1,1
1123,The debate team captain designed several ancient manuscripts in the downtown office every Saturday afternoon.,English,Medium,15,109,2,1
1124,"My best friend spent several weeks comparing a series of jazz recordings, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,46,269,1,5
1125,A young entrepreneur celebrated an unusual weather pattern along the riverbank over the weekend.,English,Medium,14,96,1,1
1126,The debate team captain discussed the quarterly sales figures during the summer break.,English,Medium,13,86,1,1
1127,The orchestra conductor organized the upcoming film festival inside the community center after months of planning.,English,Long,16,114,1,1
1128,The marketing department photographed the volunteer schedule inside the community center.,English,Medium,11,89,1,1
1129,A wildlife photographer organized the annual budget report over the weekend.,English,Medium,11,76,1,1
1130,The delivery driver recorded the neighborhood's street art at the university campus just before sunset.,English,Medium,15,103,1,2
1131,"Although the weather in Amsterdam can be unpredictable during July, My younger sister decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,246,4,3
1132,A freelance writer repaired a series of jazz recordings at the university campus earlier this morning.,English,Long,16,102,1,1
1133,The local bakery calculated an antique wooden clock.,English,Short,8,52,1,1
1134,The debate team captain measured the layout of the public library along the riverbank.,English,Medium,14,86,1,1
1135,A young entrepreneur recorded the annual budget report in the downtown office.,English,Medium,12,78,1,1
1136,The museum curator organized the school's science fair at a small conference in Melbourne throughout the semester.,English,Long,17,114,2,2
1137,The city council rehearsed several ancient manuscripts after months of planning.,English,Medium,11,80,1,1
1138,The new intern translated several ancient manuscripts in the downtown office after months of planning.,English,Medium,15,102,1,1
1139,Our neighbor calculated an experimental cooking recipe earlier this morning.,English,Medium,10,76,1,1
1140,A retired teacher questioned the results of the survey.,English,Medium,9,55,1,1
1141,My younger sister presented a new hiking trail along the riverbank.,English,Medium,11,67,1,1
1142,Their coach negotiated a newly discovered fossil.,English,Short,7,49,1,1
1143,The chess club rehearsed a rare species of orchid earlier this morning.,English,Medium,12,71,1,1
1144,The marketing department compared the upcoming film festival in the downtown office.,English,Medium,12,84,1,1
1145,"Although the weather in Cairo can be unpredictable during December, The maintenance crew decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,249,4,3
1146,Their coach compared several ancient manuscripts at a small conference in Melbourne throughout the semester.,English,Medium,15,108,2,1
1147,The research team designed the town's water supply system earlier this morning.,English,Medium,12,79,1,2
1148,The debate team captain calculated an unusual weather pattern at the university campus.,English,Medium,13,87,1,1
1149,The new intern questioned the quarterly sales figures near the old train station just before sunset.,English,Long,16,100,1,1
1150,The marketing department photographed a rare species of orchid at a small conference in Melbourne since last spring.,English,Long,18,116,2,1
1151,"Although the weather in Zurich can be unpredictable during January, A freelance writer decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,247,4,3
1152,"Although the weather in Warsaw can be unpredictable during April, The debate team captain decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,37,250,4,3
1153,The debate team captain organized the volunteer schedule in the downtown office within a few hours.,English,Long,16,99,1,1
1154,The chess club recorded the upcoming film festival.,English,Short,8,51,1,1
1155,"According to a recent report published by Crescent Media Group, the number of people who photograph a set of handwritten letters has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,38,239,4,3
1156,Our neighbor presented a series of jazz recordings at a small conference in Melbourne during the summer break.,English,Long,18,110,2,1
1157,The software engineer calculated a newly discovered fossil.,English,Short,8,59,1,1
1158,A young entrepreneur planted a collection of vintage postcards inside the community center every Saturday afternoon.,English,Long,16,116,2,1
1159,The delivery driver presented an unusual weather pattern.,English,Short,8,57,1,1
1160,When is the best season to visit Cairo?,English,Short,8,39,2,1
1161,"The night-shift nurse, who had supported a series of jazz recordings for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,38,228,1,4
1162,"Although the weather in Manila can be unpredictable during July, The local bakery decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,242,4,3
1163,The new intern celebrated the quarterly sales figures during the summer break.,English,Medium,12,78,1,1
1164,"The chess club, who had studied a rare species of orchid for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,38,216,1,3
1165,The city council repaired a newly discovered fossil.,English,Short,8,52,1,1
1166,The local bakery presented a series of jazz recordings on a rainy Tuesday.,English,Medium,13,74,2,1
1167,The orchestra conductor photographed an antique wooden clock earlier this morning.,English,Medium,11,82,1,1
1168,A group of tourists celebrated a set of handwritten letters over the weekend.,English,Medium,13,77,1,1
1169,Their coach repaired the annual budget report at a small conference in Melbourne since last spring.,English,Long,16,99,2,1
1170,The new intern designed the volunteer schedule near the old train station.,English,Medium,12,74,1,1
1171,The night-shift nurse repaired a new hiking trail at a small conference in Melbourne throughout the semester.,English,Long,17,109,2,2
1172,A group of tourists celebrated the layout of the public library at the university campus every Saturday afternoon.,English,Long,18,114,2,1
1173,The research team explored the annual budget report along the riverbank just before sunset.,English,Medium,14,91,1,1
1174,"A young entrepreneur spent several weeks documenting the layout of the public library, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,47,282,1,5
1175,A curious student questioned the quarterly sales figures along the riverbank.,English,Medium,11,77,1,1
1176,"According to a recent report published by Blue Horizon Airlines, the number of people who review a rare species of orchid has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,38,232,4,3
1177,Her grandfather translated the volunteer schedule.,English,Short,6,50,1,1
1178,"According to a recent report published by Cedar Grove Hospital, the number of people who measure a new hiking trail has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,37,226,4,3
1179,The orchestra conductor sketched the community recycling program inside the community center within a few hours.,English,Long,16,112,1,1
1180,Our neighbor repaired the results of the survey.,English,Short,8,48,1,1
1181,The night-shift nurse reviewed the community recycling program.,English,Short,8,63,1,2
1182,The marketing department sketched the volunteer schedule near the old train station.,English,Medium,12,84,1,1
1183,The night-shift nurse calculated the volunteer schedule.,English,Short,7,56,1,2
1184,The chess club reviewed a newly discovered fossil at a small conference in Melbourne on a rainy Tuesday.,English,Long,18,104,3,1
1185,Their coach translated the upcoming film festival along the riverbank earlier this morning.,English,Medium,13,91,1,1
1186,"Although the weather in Wellington can be unpredictable during January, A retired teacher decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,250,4,3
1187,My best friend organized an experimental cooking recipe at the university campus just before sunset.,English,Medium,15,100,1,1
1188,My best friend explored several ancient manuscripts at a small conference in Melbourne.,English,Medium,13,87,2,1
1189,The museum curator organized the annual budget report since last spring.,English,Medium,11,72,1,1
1190,A curious student sketched the community recycling program after months of planning.,English,Medium,12,84,1,1
1191,"The maintenance crew spent several weeks translating the community recycling program, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,45,281,1,5
1192,The debate team captain negotiated the volunteer schedule in the downtown office.,English,Medium,12,81,1,1
1193,"A wildlife photographer spent several weeks comparing several ancient manuscripts, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,44,278,1,5
1194,"My best friend, who had supported the layout of the public library for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,39,226,1,3
1195,A retired teacher explored a series of jazz recordings inside the community center during the summer break.,English,Long,17,107,1,1
1196,The local bakery sketched the school's science fair along the riverbank over the weekend.,English,Medium,14,89,1,2
1197,"A freelance writer, who had monitored a rare species of orchid for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,38,222,1,3
1198,The debate team captain explored the quarterly sales figures along the riverbank since last spring.,English,Medium,15,99,1,1
1199,A freelance writer questioned a rare species of orchid within a few hours.,English,Medium,13,74,1,1
1200,A curious student organized a newly discovered fossil in the downtown office.,English,Medium,12,77,1,1
1201,"According to a recent report published by Summit Robotics Inc., the number of people who measure an antique wooden clock has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,37,231,4,4
1202,"The orchestra conductor spent several weeks repairing the community recycling program, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,45,282,1,5
1203,Our neighbor designed the upcoming film festival.,English,Short,7,49,1,1
1204,"According to a recent report published by Cedar Grove Hospital, the number of people who discuss a new hiking trail has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,37,226,4,3
1205,The chess club rehearsed the quarterly sales figures near the old train station within a few hours.,English,Long,17,99,1,1
1206,Our neighbor explored an antique wooden clock during the summer break.,English,Medium,11,70,1,1
1207,The chess club discussed the layout of the public library every Saturday afternoon.,English,Medium,13,83,2,1
1208,The community garden volunteers negotiated the layout of the public library near the old train station on a rainy Tuesday.,English,Long,20,122,2,1
1209,A retired teacher compared the results of the survey inside the community center earlier this morning.,English,Long,16,102,1,1
1210,"The software engineer, who had overseen the layout of the public library for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,39,232,1,3
1211,The debate team captain translated the annual budget report at the university campus throughout the semester.,English,Long,16,109,1,1
1212,Their coach calculated an antique wooden clock near the old train station over the weekend.,English,Medium,15,91,1,1
1213,The research team sketched the town's water supply system inside the community center since last spring.,English,Long,16,104,1,2
1214,A retired teacher designed the school's science fair along the riverbank.,English,Medium,11,73,1,2
1215,"Their coach, who had studied the town's water supply system for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,37,219,1,4
1216,A curious student discussed the upcoming film festival on a rainy Tuesday.,English,Medium,12,74,2,1
1217,The community garden volunteers celebrated a rare species of orchid.,English,Medium,10,68,1,1
1218,"My best friend spent several weeks documenting a set of handwritten letters, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,46,272,1,5
1219,The new intern calculated a set of handwritten letters just before sunset.,English,Medium,12,74,1,1
1220,Our neighbor questioned an unusual weather pattern since last spring.,English,Medium,10,69,1,1
1221,My younger sister documented the volunteer schedule along the riverbank since last spring.,English,Medium,13,90,1,1
1222,My younger sister recorded a rare species of orchid within a few hours.,English,Medium,13,71,1,1
1223,The city council documented the annual budget report along the riverbank over the weekend.,English,Medium,14,90,1,1
1224,A retired teacher negotiated a rare species of orchid every Saturday afternoon.,English,Medium,12,79,2,1
1225,"The debate team captain, who had studied the neighborhood's street art for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,38,230,1,4
1226,Our neighbor designed the annual budget report inside the community center earlier this morning.,English,Medium,14,96,1,1
1227,The community garden volunteers translated a new hiking trail inside the community center during the summer break.,English,Long,17,114,1,1
1228,The maintenance crew calculated a new hiking trail throughout the semester.,English,Medium,11,75,1,1
1229,The night-shift nurse photographed the annual budget report after months of planning.,English,Medium,12,85,1,2
1230,The research team celebrated the annual budget report near the old train station throughout the semester.,English,Long,16,105,1,1
1231,The museum curator calculated the community recycling program in the downtown office every Saturday afternoon.,English,Medium,15,110,2,1
1232,A group of tourists recorded an unusual weather pattern during the summer break.,English,Medium,13,80,1,1
1233,The museum curator planted the quarterly sales figures on a rainy Tuesday.,English,Medium,12,74,2,1
1234,The chess club celebrated the annual budget report at a small conference in Melbourne throughout the semester.,English,Long,17,110,2,1
1235,The chess club reviewed the results of the survey at the university campus since last spring.,English,Long,16,93,1,1
1236,"The delivery driver spent several weeks photographing the town's water supply system, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,46,281,1,6
1237,The software engineer measured an experimental cooking recipe.,English,Short,8,62,1,1
1238,The delivery driver recorded the upcoming film festival at a small conference in Melbourne earlier this morning.,English,Long,17,112,2,1
1239,The new intern presented the layout of the public library along the riverbank over the weekend.,English,Long,16,95,1,1
1240,The maintenance crew planted a newly discovered fossil since last spring.,English,Medium,11,73,1,1
1241,My younger sister calculated the neighborhood's street art.,English,Short,8,59,1,2
1242,My best friend negotiated a series of jazz recordings near the old train station during the summer break.,English,Long,18,105,1,1
1243,My younger sister explored the results of the survey inside the community center.,English,Medium,13,81,1,1
1244,Their coach reviewed a newly discovered fossil at the university campus since last spring.,English,Medium,14,90,1,1
1245,The new intern sketched a series of jazz recordings over the weekend.,English,Medium,12,69,1,1
1246,The delivery driver rehearsed an experimental cooking recipe in the downtown office since last spring.,English,Medium,15,102,1,1
1247,The night-shift nurse discussed an unusual weather pattern in the downtown office every Saturday afternoon.,English,Medium,15,107,2,2
1248,"Although the weather in Zurich can be unpredictable during December, The night-shift nurse decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,251,4,4
1249,The city council calculated the quarterly sales figures in the downtown office.,English,Medium,12,79,1,1
1250,A young entrepreneur negotiated the school's science fair inside the community center during the summer break.,English,Long,16,110,1,2
1251,"Although the weather in Lisbon can be unpredictable during July, The debate team captain decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,37,249,4,3
1252,"Although the weather in Amsterdam can be unpredictable during July, A retired teacher decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,246,4,3
1253,The local bakery measured an antique wooden clock at the university campus since last spring.,English,Medium,15,93,1,1
1254,My younger sister rehearsed the school's science fair at a small conference in Melbourne earlier this morning.,English,Long,17,110,2,2
1255,"Although the weather in Toronto can be unpredictable during October, The research team decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,247,4,3
1256,"According to a recent report published by Silverline Motors, the number of people who measure the upcoming film festival has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,36,231,3,3
1257,"According to a recent report published by Coastal Insurance Co., the number of people who discuss an experimental cooking recipe has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,37,239,4,4
1258,"The orchestra conductor spent several weeks repairing the neighborhood's street art, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,45,280,1,6
1259,The city council celebrated the layout of the public library in the downtown office every Saturday afternoon.,English,Long,17,109,2,1
1260,"Our neighbor, who had coordinated a new hiking trail for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,36,212,1,3
1261,The research team rehearsed an antique wooden clock.,English,Short,8,52,1,1
1262,A freelance writer negotiated the neighborhood's street art at the university campus earlier this morning.,English,Medium,15,106,1,2
1263,"The museum curator, who had supported the layout of the public library for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,39,230,1,3
1264,A curious student discussed the school's science fair on a rainy Tuesday.,English,Medium,12,73,2,2
1265,A wildlife photographer measured a rare species of orchid within a few hours.,English,Medium,13,77,1,1
1266,Her grandfather translated a rare species of orchid at a small conference in Melbourne every Saturday afternoon.,English,Long,17,112,3,1
1267,Their coach planted the town's water supply system in the downtown office since last spring.,English,Medium,15,92,1,2
1268,Their coach presented the school's science fair during the summer break.,English,Medium,11,72,1,2
1269,When is the best season to visit Austin?,English,Short,8,40,2,1
1270,"The new intern spent several weeks reviewing the quarterly sales figures, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,45,269,1,5
1271,A group of tourists planted a series of jazz recordings inside the community center over the weekend.,English,Long,17,101,1,1
1272,The local bakery planted an experimental cooking recipe at a small conference in Melbourne just before sunset.,English,Long,17,110,2,1
1273,The museum curator celebrated an unusual weather pattern along the riverbank.,English,Medium,11,77,1,1
1274,The new intern documented a collection of vintage postcards at a small conference in Melbourne.,English,Medium,15,95,2,1
1275,The night-shift nurse repaired an experimental cooking recipe.,English,Short,8,62,1,2
1276,Our neighbor explored the annual budget report in the downtown office.,English,Medium,11,70,1,1
1277,Our neighbor rehearsed an experimental cooking recipe inside the community center earlier this morning.,English,Medium,14,103,1,1
1278,"According to a recent report published by Zenith Pharmaceuticals, the number of people who photograph the volunteer schedule has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,35,235,3,3
1279,A curious student planted the annual budget report inside the community center earlier this morning.,English,Medium,15,100,1,1
1280,The chess club planted a new hiking trail inside the community center over the weekend.,English,Medium,15,87,1,1
1281,The delivery driver translated the layout of the public library on a rainy Tuesday.,English,Medium,14,83,2,1
1282,"A group of tourists, who had coordinated the volunteer schedule for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,37,223,1,3
1283,The museum curator photographed a newly discovered fossil at the university campus.,English,Medium,12,83,1,1
1284,The city council recorded a collection of vintage postcards near the old train station earlier this morning.,English,Long,17,108,1,1
1285,"A group of tourists, who had monitored an unusual weather pattern for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,38,225,1,3
1286,The delivery driver organized the quarterly sales figures near the old train station since last spring.,English,Long,16,103,1,1
1287,The marketing department presented the annual budget report in the downtown office.,English,Medium,12,83,1,1
1288,Our neighbor celebrated the neighborhood's street art at the university campus during the summer break.,English,Medium,15,103,1,2
1289,The city council celebrated a new hiking trail along the riverbank.,English,Medium,11,67,1,1
1290,A wildlife photographer sketched an antique wooden clock throughout the semester.,English,Medium,11,81,1,1
1291,A curious student recorded the volunteer schedule every Saturday afternoon.,English,Medium,10,75,2,1
1292,The new intern calculated the volunteer schedule in the downtown office over the weekend.,English,Medium,14,89,1,1
1293,A freelance writer translated the layout of the public library at the university campus.,English,Medium,14,88,1,1
1294,A retired teacher negotiated the town's water supply system.,English,Medium,9,60,1,2
1295,The delivery driver translated the upcoming film festival at a small conference in Melbourne.,English,Medium,14,93,2,1
1296,A group of tourists documented the quarterly sales figures.,English,Medium,9,59,1,1
1297,The local bakery calculated the community recycling program during the summer break.,English,Medium,12,84,1,1
1298,"The delivery driver spent several weeks reviewing the annual budget report, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,45,271,1,5
1299,The city council rehearsed the volunteer schedule in the downtown office.,English,Medium,11,73,1,1
1300,Their coach translated a new hiking trail over the weekend.,English,Medium,10,59,1,1
1301,The museum curator translated the community recycling program in the downtown office throughout the semester.,English,Medium,15,109,1,1
1302,The local bakery presented a series of jazz recordings near the old train station earlier this morning.,English,Long,17,103,1,1
1303,Her grandfather reviewed an unusual weather pattern throughout the semester.,English,Medium,10,76,1,1
1304,"According to a recent report published by Falcon Logistics, the number of people who document the upcoming film festival has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,36,231,3,3
1305,"The new intern spent several weeks reviewing the town's water supply system, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,46,272,1,6
1306,The night-shift nurse presented an experimental cooking recipe along the riverbank.,English,Medium,11,83,1,2
1307,The city council designed the neighborhood's street art on a rainy Tuesday.,English,Medium,12,75,2,2
1308,The new intern compared the quarterly sales figures near the old train station since last spring.,English,Long,16,97,1,1
1309,A curious student documented a set of handwritten letters at a small conference in Melbourne since last spring.,English,Long,18,111,2,1
1310,"Although the weather in Copenhagen can be unpredictable during July, The chess club decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,244,4,3
1311,The software engineer sketched several ancient manuscripts earlier this morning.,English,Medium,10,80,1,1
1312,The chess club planted the annual budget report at the university campus during the summer break.,English,Long,16,97,1,1
1313,"The new intern spent several weeks documenting the upcoming film festival, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,45,270,1,5
1314,"The orchestra conductor spent several weeks repairing an unusual weather pattern, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,45,277,1,5
1315,Our neighbor documented an unusual weather pattern in the downtown office since last spring.,English,Medium,14,92,1,1
1316,A curious student negotiated a collection of vintage postcards in the downtown office.,English,Medium,13,86,1,1
1317,"A wildlife photographer, who had monitored the upcoming film festival for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,37,229,1,3
1318,"The museum curator spent several weeks translating the layout of the public library, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,47,280,1,5
1319,"The night-shift nurse, who had overseen the results of the survey for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,38,225,1,4
1320,A young entrepreneur discussed an unusual weather pattern on a rainy Tuesday.,English,Medium,12,77,2,1
1321,A retired teacher compared the town's water supply system inside the community center within a few hours.,English,Long,17,105,1,2
1322,The new intern explored the upcoming film festival at the university campus over the weekend.,English,Medium,15,93,1,1
1323,The night-shift nurse recorded an experimental cooking recipe along the riverbank after months of planning.,English,Medium,15,107,1,2
