id,text,unigrams,bigrams,trigrams,category
1085,"In a statement, the company reported steady revenue growth during the third quarter. Many found this development notable.","statement, company, reported, steady, revenue, growth, during, third, quarter, many, found, development, notable","in a, a statement, statement the, the company, company reported, reported steady, steady revenue, revenue growth, growth during, during the, the third, third quarter, quarter many, many found, found this, this development, development notable","in a statement, a statement the, statement the company, the company reported, company reported steady, reported steady revenue, steady revenue growth, revenue growth during, growth during the, during the third, the third quarter, third quarter many, quarter many found, many found this, found this development, this development notable",Business
1086,Doctors recommend regular exercise to maintain a healthy heart. Experts continue to monitor the situation.,"doctors, recommend, regular, exercise, maintain, healthy, heart, experts, continue, monitor, situation","doctors recommend, recommend regular, regular exercise, exercise to, to maintain, maintain a, a healthy, healthy heart, heart experts, experts continue, continue to, to monitor, monitor the, the situation","doctors recommend regular, recommend regular exercise, regular exercise to, exercise to maintain, to maintain a, maintain a healthy, a healthy heart, healthy heart experts, heart experts continue, experts continue to, continue to monitor, to monitor the, monitor the situation",Health
1087,"According to local reports, the band announced a world tour following their latest album release. Officials had no further comment.","according, local, reports, band, announced, world, tour, following, their, latest, album, release, officials, had, no, further, comment","according to, to local, local reports, reports the, the band, band announced, announced a, a world, world tour, tour following, following their, their latest, latest album, album release, release officials, officials had, had no, no further, further comment","according to local, to local reports, local reports the, reports the band, the band announced, band announced a, announced a world, a world tour, world tour following, tour following their, following their latest, their latest album, latest album release, album release officials, release officials had, officials had no, had no further, no further comment",Entertainment
1088,"Interestingly, backpackers shared tips for exploring the region on a tight budget. Officials had no further comment.","interestingly, backpackers, shared, tips, exploring, region, tight, budget, officials, had, no, further, comment","interestingly backpackers, backpackers shared, shared tips, tips for, for exploring, exploring the, the region, region on, on a, a tight, tight budget, budget officials, officials had, had no, no further, further comment","interestingly backpackers shared, backpackers shared tips, shared tips for, tips for exploring, for exploring the, exploring the region, the region on, region on a, on a tight, a tight budget, tight budget officials, budget officials had, officials had no, had no further, no further comment",Travel
1089,"Based on recent updates, the guided tour included stops at several centuries old landmarks. Further details are expected soon.","based, recent, updates, guided, tour, included, stops, several, centuries, old, landmarks, further, details, expected, soon","based on, on recent, recent updates, updates the, the guided, guided tour, tour included, included stops, stops at, at several, several centuries, centuries old, old landmarks, landmarks further, further details, details are, are expected, expected soon","based on recent, on recent updates, recent updates the, updates the guided, the guided tour, guided tour included, tour included stops, included stops at, stops at several, at several centuries, several centuries old, centuries old landmarks, old landmarks further, landmarks further details, further details are, details are expected, are expected soon",Travel
1090,"Based on recent updates, the band announced a world tour following their latest album release. Many found this development notable.","based, recent, updates, band, announced, world, tour, following, their, latest, album, release, many, found, development, notable","based on, on recent, recent updates, updates the, the band, band announced, announced a, a world, world tour, tour following, following their, their latest, latest album, album release, release many, many found, found this, this development, development notable","based on recent, on recent updates, recent updates the, updates the band, the band announced, band announced a, announced a world, a world tour, world tour following, tour following their, following their latest, their latest album, latest album release, album release many, release many found, many found this, found this development, this development notable",Entertainment
1091,"In a statement, geologists studied fault lines to better predict earthquake risks. Many found this development notable.","statement, geologists, studied, fault, lines, better, predict, earthquake, risks, many, found, development, notable","in a, a statement, statement geologists, geologists studied, studied fault, fault lines, lines to, to better, better predict, predict earthquake, earthquake risks, risks many, many found, found this, this development, development notable","in a statement, a statement geologists, statement geologists studied, geologists studied fault, studied fault lines, fault lines to, lines to better, to better predict, better predict earthquake, predict earthquake risks, earthquake risks many, risks many found, many found this, found this development, this development notable",Science
1092,Sources say cybersecurity experts warned about a rise in phishing attacks this year.,"sources, say, cybersecurity, experts, warned, about, rise, phishing, attacks, year","sources say, say cybersecurity, cybersecurity experts, experts warned, warned about, about a, a rise, rise in, in phishing, phishing attacks, attacks this, this year","sources say cybersecurity, say cybersecurity experts, cybersecurity experts warned, experts warned about, warned about a, about a rise, a rise in, rise in phishing, in phishing attacks, phishing attacks this, attacks this year",Technology
1093,Officials confirmed that the comedian's new special received praise for its sharp writing. Experts continue to monitor the situation.,"officials, confirmed, comedians, new, special, received, praise, its, sharp, writing, experts, continue, monitor, situation","officials confirmed, confirmed that, that the, the comedians, comedians new, new special, special received, received praise, praise for, for its, its sharp, sharp writing, writing experts, experts continue, continue to, to monitor, monitor the, the situation","officials confirmed that, confirmed that the, that the comedians, the comedians new, comedians new special, new special received, special received praise, received praise for, praise for its, for its sharp, its sharp writing, sharp writing experts, writing experts continue, experts continue to, continue to monitor, to monitor the, monitor the situation",Entertainment
1094,"Notably, mental health awareness programs are becoming common in workplaces. Many found this development notable.","notably, mental, health, awareness, programs, becoming, common, workplaces, many, found, development, notable","notably mental, mental health, health awareness, awareness programs, programs are, are becoming, becoming common, common in, in workplaces, workplaces many, many found, found this, this development, development notable","notably mental health, mental health awareness, health awareness programs, awareness programs are, programs are becoming, are becoming common, becoming common in, common in workplaces, in workplaces many, workplaces many found, many found this, found this development, this development notable",Health
1095,"In a statement, artificial intelligence systems can process large volumes of data quickly. Officials had no further comment.","statement, artificial, intelligence, systems, can, process, large, volumes, data, quickly, officials, had, no, further, comment","in a, a statement, statement artificial, artificial intelligence, intelligence systems, systems can, can process, process large, large volumes, volumes of, of data, data quickly, quickly officials, officials had, had no, no further, further comment","in a statement, a statement artificial, statement artificial intelligence, artificial intelligence systems, intelligence systems can, systems can process, can process large, process large volumes, large volumes of, volumes of data, of data quickly, data quickly officials, quickly officials had, officials had no, had no further, no further comment",Technology
1096,"Overall, artificial intelligence systems can process large volumes of data quickly.","overall, artificial, intelligence, systems, can, process, large, volumes, data, quickly","overall artificial, artificial intelligence, intelligence systems, systems can, can process, process large, large volumes, volumes of, of data, data quickly","overall artificial intelligence, artificial intelligence systems, intelligence systems can, systems can process, can process large, process large volumes, large volumes of, volumes of data, of data quickly",Technology
1097,"According to local reports, the firm hired additional staff to handle rising customer demand. This was confirmed by multiple sources.","according, local, reports, firm, hired, additional, staff, handle, rising, customer, demand, confirmed, multiple, sources","according to, to local, local reports, reports the, the firm, firm hired, hired additional, additional staff, staff to, to handle, handle rising, rising customer, customer demand, demand this, this was, was confirmed, confirmed by, by multiple, multiple sources","according to local, to local reports, local reports the, reports the firm, the firm hired, firm hired additional, hired additional staff, additional staff to, staff to handle, to handle rising, handle rising customer, rising customer demand, customer demand this, demand this was, this was confirmed, was confirmed by, confirmed by multiple, by multiple sources",Business
1098,The museum hosted an interactive exhibit celebrating classic animation. Further details are expected soon.,"museum, hosted, interactive, exhibit, celebrating, classic, animation, further, details, expected, soon","the museum, museum hosted, hosted an, an interactive, interactive exhibit, exhibit celebrating, celebrating classic, classic animation, animation further, further details, details are, are expected, expected soon","the museum hosted, museum hosted an, hosted an interactive, an interactive exhibit, interactive exhibit celebrating, exhibit celebrating classic, celebrating classic animation, classic animation further, animation further details, further details are, details are expected, are expected soon",Entertainment
1099,Officials confirmed that wireless networks continue to expand into rural areas across the country. Many found this development notable.,"officials, confirmed, wireless, networks, continue, expand, into, rural, areas, across, country, many, found, development, notable","officials confirmed, confirmed that, that wireless, wireless networks, networks continue, continue to, to expand, expand into, into rural, rural areas, areas across, across the, the country, country many, many found, found this, this development, development notable","officials confirmed that, confirmed that wireless, that wireless networks, wireless networks continue, networks continue to, continue to expand, to expand into, expand into rural, into rural areas, rural areas across, areas across the, across the country, the country many, country many found, many found this, found this development, this development notable",Technology
1100,"Overall, a new mentorship program pairs upperclassmen with incoming freshmen. Further details are expected soon.","overall, new, mentorship, program, pairs, upperclassmen, incoming, freshmen, further, details, expected, soon","overall a, a new, new mentorship, mentorship program, program pairs, pairs upperclassmen, upperclassmen with, with incoming, incoming freshmen, freshmen further, further details, details are, are expected, expected soon","overall a new, a new mentorship, new mentorship program, mentorship program pairs, program pairs upperclassmen, pairs upperclassmen with, upperclassmen with incoming, with incoming freshmen, incoming freshmen further, freshmen further details, further details are, details are expected, are expected soon",Education
1101,Sources say the company reported steady revenue growth during the third quarter.,"sources, say, company, reported, steady, revenue, growth, during, third, quarter","sources say, say the, the company, company reported, reported steady, steady revenue, revenue growth, growth during, during the, the third, third quarter","sources say the, say the company, the company reported, company reported steady, reported steady revenue, steady revenue growth, revenue growth during, growth during the, during the third, the third quarter",Business
1102,"As expected, the firm hired additional staff to handle rising customer demand. Reactions were mixed among observers.","expected, firm, hired, additional, staff, handle, rising, customer, demand, reactions, mixed, among, observers","as expected, expected the, the firm, firm hired, hired additional, additional staff, staff to, to handle, handle rising, rising customer, customer demand, demand reactions, reactions were, were mixed, mixed among, among observers","as expected the, expected the firm, the firm hired, firm hired additional, hired additional staff, additional staff to, staff to handle, to handle rising, handle rising customer, rising customer demand, customer demand reactions, demand reactions were, reactions were mixed, were mixed among, mixed among observers",Business
1103,"Overall, injuries forced the team to adjust its lineup before the semifinal. The news spread quickly online.","overall, injuries, forced, team, adjust, its, lineup, before, semifinal, news, spread, quickly, online","overall injuries, injuries forced, forced the, the team, team to, to adjust, adjust its, its lineup, lineup before, before the, the semifinal, semifinal the, the news, news spread, spread quickly, quickly online","overall injuries forced, injuries forced the, forced the team, the team to, team to adjust, to adjust its, adjust its lineup, its lineup before, lineup before the, before the semifinal, the semifinal the, semifinal the news, the news spread, news spread quickly, spread quickly online",Sports
1104,"Based on recent updates, the robotics lab unveiled a prototype capable of navigating tight spaces. Many found this development notable.","based, recent, updates, robotics, lab, unveiled, prototype, capable, navigating, tight, spaces, many, found, development, notable","based on, on recent, recent updates, updates the, the robotics, robotics lab, lab unveiled, unveiled a, a prototype, prototype capable, capable of, of navigating, navigating tight, tight spaces, spaces many, many found, found this, this development, development notable","based on recent, on recent updates, recent updates the, updates the robotics, the robotics lab, robotics lab unveiled, lab unveiled a, unveiled a prototype, a prototype capable, prototype capable of, capable of navigating, of navigating tight, navigating tight spaces, tight spaces many, spaces many found, many found this, found this development, this development notable",Technology
1105,"Interestingly, airports reported longer wait times during the holiday travel season. Experts continue to monitor the situation.","interestingly, airports, reported, longer, wait, times, during, holiday, travel, season, experts, continue, monitor, situation","interestingly airports, airports reported, reported longer, longer wait, wait times, times during, during the, the holiday, holiday travel, travel season, season experts, experts continue, continue to, to monitor, monitor the, the situation","interestingly airports reported, airports reported longer, reported longer wait, longer wait times, wait times during, times during the, during the holiday, the holiday travel, holiday travel season, travel season experts, season experts continue, experts continue to, continue to monitor, to monitor the, monitor the situation",Travel
1106,Doctors recommend regular exercise to maintain a healthy heart.,"doctors, recommend, regular, exercise, maintain, healthy, heart","doctors recommend, recommend regular, regular exercise, exercise to, to maintain, maintain a, a healthy, healthy heart","doctors recommend regular, recommend regular exercise, regular exercise to, exercise to maintain, to maintain a, maintain a healthy, a healthy heart",Health
1107,"Notably, fans traveled from nearby cities to watch the championship final. This was confirmed by multiple sources.","notably, fans, traveled, nearby, cities, watch, championship, final, confirmed, multiple, sources","notably fans, fans traveled, traveled from, from nearby, nearby cities, cities to, to watch, watch the, the championship, championship final, final this, this was, was confirmed, confirmed by, by multiple, multiple sources","notably fans traveled, fans traveled from, traveled from nearby, from nearby cities, nearby cities to, cities to watch, to watch the, watch the championship, the championship final, championship final this, final this was, this was confirmed, was confirmed by, confirmed by multiple, by multiple sources",Sports
1108,"Based on recent updates, doctors recommend regular exercise to maintain a healthy heart. Further details are expected soon.","based, recent, updates, doctors, recommend, regular, exercise, maintain, healthy, heart, further, details, expected, soon","based on, on recent, recent updates, updates doctors, doctors recommend, recommend regular, regular exercise, exercise to, to maintain, maintain a, a healthy, healthy heart, heart further, further details, details are, are expected, expected soon","based on recent, on recent updates, recent updates doctors, updates doctors recommend, doctors recommend regular, recommend regular exercise, regular exercise to, exercise to maintain, to maintain a, maintain a healthy, a healthy heart, healthy heart further, heart further details, further details are, details are expected, are expected soon",Health
1109,"In a statement, artificial intelligence systems can process large volumes of data quickly. This was confirmed by multiple sources.","statement, artificial, intelligence, systems, can, process, large, volumes, data, quickly, confirmed, multiple, sources","in a, a statement, statement artificial, artificial intelligence, intelligence systems, systems can, can process, process large, large volumes, volumes of, of data, data quickly, quickly this, this was, was confirmed, confirmed by, by multiple, multiple sources","in a statement, a statement artificial, statement artificial intelligence, artificial intelligence systems, intelligence systems can, systems can process, can process large, process large volumes, large volumes of, volumes of data, of data quickly, data quickly this, quickly this was, this was confirmed, was confirmed by, confirmed by multiple, by multiple sources",Technology
1110,"In a statement, fans lined up early to get autographs from the visiting cast. The news spread quickly online.","statement, fans, lined, up, early, get, autographs, visiting, cast, news, spread, quickly, online","in a, a statement, statement fans, fans lined, lined up, up early, early to, to get, get autographs, autographs from, from the, the visiting, visiting cast, cast the, the news, news spread, spread quickly, quickly online","in a statement, a statement fans, statement fans lined, fans lined up, lined up early, up early to, early to get, to get autographs, get autographs from, autographs from the, from the visiting, the visiting cast, visiting cast the, cast the news, the news spread, news spread quickly, spread quickly online",Entertainment
1111,"According to local reports, the observatory captured detailed images of a distant galaxy. Reactions were mixed among observers.","according, local, reports, observatory, captured, detailed, images, distant, galaxy, reactions, mixed, among, observers","according to, to local, local reports, reports the, the observatory, observatory captured, captured detailed, detailed images, images of, of a, a distant, distant galaxy, galaxy reactions, reactions were, were mixed, mixed among, among observers","according to local, to local reports, local reports the, reports the observatory, the observatory captured, observatory captured detailed, captured detailed images, detailed images of, images of a, of a distant, a distant galaxy, distant galaxy reactions, galaxy reactions were, reactions were mixed, were mixed among, mixed among observers",Science
1112,"According to local reports, travel insurance became more popular after recent flight cancellations. The news spread quickly online.","according, local, reports, travel, insurance, became, more, popular, after, recent, flight, cancellations, news, spread, quickly, online","according to, to local, local reports, reports travel, travel insurance, insurance became, became more, more popular, popular after, after recent, recent flight, flight cancellations, cancellations the, the news, news spread, spread quickly, quickly online","according to local, to local reports, local reports travel, reports travel insurance, travel insurance became, insurance became more, became more popular, more popular after, popular after recent, after recent flight, recent flight cancellations, flight cancellations the, cancellations the news, the news spread, news spread quickly, spread quickly online",Travel
1113,"According to local reports, the vaccination campaign reached thousands of families this month. Reactions were mixed among observers.","according, local, reports, vaccination, campaign, reached, thousands, families, month, reactions, mixed, among, observers","according to, to local, local reports, reports the, the vaccination, vaccination campaign, campaign reached, reached thousands, thousands of, of families, families this, this month, month reactions, reactions were, were mixed, mixed among, among observers","according to local, to local reports, local reports the, reports the vaccination, the vaccination campaign, vaccination campaign reached, campaign reached thousands, reached thousands of, thousands of families, of families this, families this month, this month reactions, month reactions were, reactions were mixed, were mixed among, mixed among observers",Health
1114,"Interestingly, nutritionists suggested simple changes to improve daily eating habits. This was confirmed by multiple sources.","interestingly, nutritionists, suggested, simple, changes, improve, daily, eating, habits, confirmed, multiple, sources","interestingly nutritionists, nutritionists suggested, suggested simple, simple changes, changes to, to improve, improve daily, daily eating, eating habits, habits this, this was, was confirmed, confirmed by, by multiple, multiple sources","interestingly nutritionists suggested, nutritionists suggested simple, suggested simple changes, simple changes to, changes to improve, to improve daily, improve daily eating, daily eating habits, eating habits this, habits this was, this was confirmed, was confirmed by, confirmed by multiple, by multiple sources",Health
1115,"Based on recent updates, the firm hired additional staff to handle rising customer demand. Further details are expected soon.","based, recent, updates, firm, hired, additional, staff, handle, rising, customer, demand, further, details, expected, soon","based on, on recent, recent updates, updates the, the firm, firm hired, hired additional, additional staff, staff to, to handle, handle rising, rising customer, customer demand, demand further, further details, details are, are expected, expected soon","based on recent, on recent updates, recent updates the, updates the firm, the firm hired, firm hired additional, hired additional staff, additional staff to, staff to handle, to handle rising, handle rising customer, rising customer demand, customer demand further, demand further details, further details are, details are expected, are expected soon",Business
1116,"According to local reports, the concert featured a surprise duet that thrilled the crowd. The news spread quickly online.","according, local, reports, concert, featured, surprise, duet, thrilled, crowd, news, spread, quickly, online","according to, to local, local reports, reports the, the concert, concert featured, featured a, a surprise, surprise duet, duet that, that thrilled, thrilled the, the crowd, crowd the, the news, news spread, spread quickly, quickly online","according to local, to local reports, local reports the, reports the concert, the concert featured, concert featured a, featured a surprise, a surprise duet, surprise duet that, duet that thrilled, that thrilled the, thrilled the crowd, the crowd the, crowd the news, the news spread, news spread quickly, spread quickly online",Entertainment
1117,"Notably, the laboratory published results from a decade long climate study. Many found this development notable.","notably, laboratory, published, results, decade, long, climate, study, many, found, development, notable","notably the, the laboratory, laboratory published, published results, results from, from a, a decade, decade long, long climate, climate study, study many, many found, found this, this development, development notable","notably the laboratory, the laboratory published, laboratory published results, published results from, results from a, from a decade, a decade long, decade long climate, long climate study, climate study many, study many found, many found this, found this development, this development notable",Science
1118,"In a statement, small business owners praised the new tax relief program. Reactions were mixed among observers.","statement, small, business, owners, praised, new, tax, relief, program, reactions, mixed, among, observers","in a, a statement, statement small, small business, business owners, owners praised, praised the, the new, new tax, tax relief, relief program, program reactions, reactions were, were mixed, mixed among, among observers","in a statement, a statement small, statement small business, small business owners, business owners praised, owners praised the, praised the new, the new tax, new tax relief, tax relief program, relief program reactions, program reactions were, reactions were mixed, were mixed among, mixed among observers",Business
1119,Officials confirmed that the home team scored twice in the final minutes to win the match. Reactions were mixed among observers.,"officials, confirmed, home, team, scored, twice, final, minutes, win, match, reactions, mixed, among, observers","officials confirmed, confirmed that, that the, the home, home team, team scored, scored twice, twice in, in the, the final, final minutes, minutes to, to win, win the, the match, match reactions, reactions were, were mixed, mixed among, among observers","officials confirmed that, confirmed that the, that the home, the home team, home team scored, team scored twice, scored twice in, twice in the, in the final, the final minutes, final minutes to, minutes to win, to win the, win the match, the match reactions, match reactions were, reactions were mixed, were mixed among, mixed among observers",Sports
1120,Officials confirmed that a new material was developed that conducts electricity more efficiently. Further details are expected soon.,"officials, confirmed, new, material, developed, conducts, electricity, more, efficiently, further, details, expected, soon","officials confirmed, confirmed that, that a, a new, new material, material was, was developed, developed that, that conducts, conducts electricity, electricity more, more efficiently, efficiently further, further details, details are, are expected, expected soon","officials confirmed that, confirmed that a, that a new, a new material, new material was, material was developed, was developed that, developed that conducts, that conducts electricity, conducts electricity more, electricity more efficiently, more efficiently further, efficiently further details, further details are, details are expected, are expected soon",Science
1121,"Overall, the laboratory published results from a decade long climate study. Many found this development notable.","overall, laboratory, published, results, decade, long, climate, study, many, found, development, notable","overall the, the laboratory, laboratory published, published results, results from, from a, a decade, decade long, long climate, climate study, study many, many found, found this, this development, development notable","overall the laboratory, the laboratory published, laboratory published results, published results from, results from a, from a decade, a decade long, decade long climate, long climate study, climate study many, study many found, many found this, found this development, this development notable",Science
1122,"According to local reports, artificial intelligence systems can process large volumes of data quickly. Further details are expected soon.","according, local, reports, artificial, intelligence, systems, can, process, large, volumes, data, quickly, further, details, expected, soon","according to, to local, local reports, reports artificial, artificial intelligence, intelligence systems, systems can, can process, process large, large volumes, volumes of, of data, data quickly, quickly further, further details, details are, are expected, expected soon","according to local, to local reports, local reports artificial, reports artificial intelligence, artificial intelligence systems, intelligence systems can, systems can process, can process large, process large volumes, large volumes of, volumes of data, of data quickly, data quickly further, quickly further details, further details are, details are expected, are expected soon",Technology
1123,"According to local reports, a new material was developed that conducts electricity more efficiently. Reactions were mixed among observers.","according, local, reports, new, material, developed, conducts, electricity, more, efficiently, reactions, mixed, among, observers","according to, to local, local reports, reports a, a new, new material, material was, was developed, developed that, that conducts, conducts electricity, electricity more, more efficiently, efficiently reactions, reactions were, were mixed, mixed among, among observers","according to local, to local reports, local reports a, reports a new, a new material, new material was, material was developed, was developed that, developed that conducts, that conducts electricity, conducts electricity more, electricity more efficiently, more efficiently reactions, efficiently reactions were, reactions were mixed, were mixed among, mixed among observers",Science
1124,"Notably, injuries forced the team to adjust its lineup before the semifinal. Officials had no further comment.","notably, injuries, forced, team, adjust, its, lineup, before, semifinal, officials, had, no, further, comment","notably injuries, injuries forced, forced the, the team, team to, to adjust, adjust its, its lineup, lineup before, before the, the semifinal, semifinal officials, officials had, had no, no further, further comment","notably injuries forced, injuries forced the, forced the team, the team to, team to adjust, to adjust its, adjust its lineup, its lineup before, lineup before the, before the semifinal, the semifinal officials, semifinal officials had, officials had no, had no further, no further comment",Sports
1125,Officials confirmed that mental health awareness programs are becoming common in workplaces.,"officials, confirmed, mental, health, awareness, programs, becoming, common, workplaces","officials confirmed, confirmed that, that mental, mental health, health awareness, awareness programs, programs are, are becoming, becoming common, common in, in workplaces","officials confirmed that, confirmed that mental, that mental health, mental health awareness, health awareness programs, awareness programs are, programs are becoming, are becoming common, becoming common in, common in workplaces",Health
1126,"Interestingly, the laboratory published results from a decade long climate study. Experts continue to monitor the situation.","interestingly, laboratory, published, results, decade, long, climate, study, experts, continue, monitor, situation","interestingly the, the laboratory, laboratory published, published results, results from, from a, a decade, decade long, long climate, climate study, study experts, experts continue, continue to, to monitor, monitor the, the situation","interestingly the laboratory, the laboratory published, laboratory published results, published results from, results from a, from a decade, a decade long, decade long climate, long climate study, climate study experts, study experts continue, experts continue to, continue to monitor, to monitor the, monitor the situation",Science
1127,Sources say wireless networks continue to expand into rural areas across the country. Reactions were mixed among observers.,"sources, say, wireless, networks, continue, expand, into, rural, areas, across, country, reactions, mixed, among, observers","sources say, say wireless, wireless networks, networks continue, continue to, to expand, expand into, into rural, rural areas, areas across, across the, the country, country reactions, reactions were, were mixed, mixed among, among observers","sources say wireless, say wireless networks, wireless networks continue, networks continue to, continue to expand, to expand into, expand into rural, into rural areas, rural areas across, areas across the, across the country, the country reactions, country reactions were, reactions were mixed, were mixed among, mixed among observers",Technology
1128,Sources say wireless networks continue to expand into rural areas across the country. Further details are expected soon.,"sources, say, wireless, networks, continue, expand, into, rural, areas, across, country, further, details, expected, soon","sources say, say wireless, wireless networks, networks continue, continue to, to expand, expand into, into rural, rural areas, areas across, across the, the country, country further, further details, details are, are expected, expected soon","sources say wireless, say wireless networks, wireless networks continue, networks continue to, continue to expand, to expand into, expand into rural, into rural areas, rural areas across, areas across the, across the country, the country further, country further details, further details are, details are expected, are expected soon",Technology
1129,"Notably, the laboratory published results from a decade long climate study.","notably, laboratory, published, results, decade, long, climate, study","notably the, the laboratory, laboratory published, published results, results from, from a, a decade, decade long, long climate, climate study","notably the laboratory, the laboratory published, laboratory published results, published results from, results from a, from a decade, a decade long, decade long climate, long climate study",Science
1130,The robotics lab unveiled a prototype capable of navigating tight spaces. Officials had no further comment.,"robotics, lab, unveiled, prototype, capable, navigating, tight, spaces, officials, had, no, further, comment","the robotics, robotics lab, lab unveiled, unveiled a, a prototype, prototype capable, capable of, of navigating, navigating tight, tight spaces, spaces officials, officials had, had no, no further, further comment","the robotics lab, robotics lab unveiled, lab unveiled a, unveiled a prototype, a prototype capable, prototype capable of, capable of navigating, of navigating tight, navigating tight spaces, tight spaces officials, spaces officials had, officials had no, had no further, no further comment",Technology
1131,"Based on recent updates, the university introduced a new scholarship for first generation students. Many found this development notable.","based, recent, updates, university, introduced, new, scholarship, first, generation, students, many, found, development, notable","based on, on recent, recent updates, updates the, the university, university introduced, introduced a, a new, new scholarship, scholarship for, for first, first generation, generation students, students many, many found, found this, this development, development notable","based on recent, on recent updates, recent updates the, updates the university, the university introduced, university introduced a, introduced a new, a new scholarship, new scholarship for, scholarship for first, for first generation, first generation students, generation students many, students many found, many found this, found this development, this development notable",Education
1132,"Notably, cloud computing allows companies to store data without physical servers. Officials had no further comment.","notably, cloud, computing, allows, companies, store, data, without, physical, servers, officials, had, no, further, comment","notably cloud, cloud computing, computing allows, allows companies, companies to, to store, store data, data without, without physical, physical servers, servers officials, officials had, had no, no further, further comment","notably cloud computing, cloud computing allows, computing allows companies, allows companies to, companies to store, to store data, store data without, data without physical, without physical servers, physical servers officials, servers officials had, officials had no, had no further, no further comment",Technology
1133,Scientists discovered a new species of fish in the deep ocean trench.,"scientists, discovered, new, species, fish, deep, ocean, trench","scientists discovered, discovered a, a new, new species, species of, of fish, fish in, in the, the deep, deep ocean, ocean trench","scientists discovered a, discovered a new, a new species, new species of, species of fish, of fish in, fish in the, in the deep, the deep ocean, deep ocean trench",Science
1134,"Notably, teachers adapted their lesson plans to include more hands on activities. Experts continue to monitor the situation.","notably, teachers, adapted, their, lesson, plans, include, more, hands, activities, experts, continue, monitor, situation","notably teachers, teachers adapted, adapted their, their lesson, lesson plans, plans to, to include, include more, more hands, hands on, on activities, activities experts, experts continue, continue to, to monitor, monitor the, the situation","notably teachers adapted, teachers adapted their, adapted their lesson, their lesson plans, lesson plans to, plans to include, to include more, include more hands, more hands on, hands on activities, on activities experts, activities experts continue, experts continue to, continue to monitor, to monitor the, monitor the situation",Education
1135,"Overall, machine learning models require significant computing power to train effectively. This was confirmed by multiple sources.","overall, machine, learning, models, require, significant, computing, power, train, effectively, confirmed, multiple, sources","overall machine, machine learning, learning models, models require, require significant, significant computing, computing power, power to, to train, train effectively, effectively this, this was, was confirmed, confirmed by, by multiple, multiple sources","overall machine learning, machine learning models, learning models require, models require significant, require significant computing, significant computing power, computing power to, power to train, to train effectively, train effectively this, effectively this was, this was confirmed, was confirmed by, confirmed by multiple, by multiple sources",Technology
1136,The concert featured a surprise duet that thrilled the crowd. Reactions were mixed among observers.,"concert, featured, surprise, duet, thrilled, crowd, reactions, mixed, among, observers","the concert, concert featured, featured a, a surprise, surprise duet, duet that, that thrilled, thrilled the, the crowd, crowd reactions, reactions were, were mixed, mixed among, among observers","the concert featured, concert featured a, featured a surprise, a surprise duet, surprise duet that, duet that thrilled, that thrilled the, thrilled the crowd, the crowd reactions, crowd reactions were, reactions were mixed, were mixed among, mixed among observers",Entertainment
1137,"Overall, coaches emphasized endurance training ahead of the upcoming tournament.","overall, coaches, emphasized, endurance, training, ahead, upcoming, tournament","overall coaches, coaches emphasized, emphasized endurance, endurance training, training ahead, ahead of, of the, the upcoming, upcoming tournament","overall coaches emphasized, coaches emphasized endurance, emphasized endurance training, endurance training ahead, training ahead of, ahead of the, of the upcoming, the upcoming tournament",Sports
1138,Sources say the concert featured a surprise duet that thrilled the crowd. Officials had no further comment.,"sources, say, concert, featured, surprise, duet, thrilled, crowd, officials, had, no, further, comment","sources say, say the, the concert, concert featured, featured a, a surprise, surprise duet, duet that, that thrilled, thrilled the, the crowd, crowd officials, officials had, had no, no further, further comment","sources say the, say the concert, the concert featured, concert featured a, featured a surprise, a surprise duet, surprise duet that, duet that thrilled, that thrilled the, thrilled the crowd, the crowd officials, crowd officials had, officials had no, had no further, no further comment",Entertainment
1139,"Interestingly, volunteers helped organize the youth soccer league over the weekend. This was confirmed by multiple sources.","interestingly, volunteers, helped, organize, youth, soccer, league, over, weekend, confirmed, multiple, sources","interestingly volunteers, volunteers helped, helped organize, organize the, the youth, youth soccer, soccer league, league over, over the, the weekend, weekend this, this was, was confirmed, confirmed by, by multiple, multiple sources","interestingly volunteers helped, volunteers helped organize, helped organize the, organize the youth, the youth soccer, youth soccer league, soccer league over, league over the, over the weekend, the weekend this, weekend this was, this was confirmed, was confirmed by, confirmed by multiple, by multiple sources",Sports
1140,Officials confirmed that small business owners praised the new tax relief program. The news spread quickly online.,"officials, confirmed, small, business, owners, praised, new, tax, relief, program, news, spread, quickly, online","officials confirmed, confirmed that, that small, small business, business owners, owners praised, praised the, the new, new tax, tax relief, relief program, program the, the news, news spread, spread quickly, quickly online","officials confirmed that, confirmed that small, that small business, small business owners, business owners praised, owners praised the, praised the new, the new tax, new tax relief, tax relief program, relief program the, program the news, the news spread, news spread quickly, spread quickly online",Business
1141,"Based on recent updates, the university introduced a new scholarship for first generation students. Officials had no further comment.","based, recent, updates, university, introduced, new, scholarship, first, generation, students, officials, had, no, further, comment","based on, on recent, recent updates, updates the, the university, university introduced, introduced a, a new, new scholarship, scholarship for, for first, first generation, generation students, students officials, officials had, had no, no further, further comment","based on recent, on recent updates, recent updates the, updates the university, the university introduced, university introduced a, introduced a new, a new scholarship, new scholarship for, scholarship for first, for first generation, first generation students, generation students officials, students officials had, officials had no, had no further, no further comment",Education
