id,text,language,language_code
993,"Ayer, Este restaurante sirve comida deliciosa.",Spanish,es
994,"Tatsächlich, Er lernt für seine Abschlussprüfungen. Es ist wahr.",German,de
995,"In fact, The bus arrives every fifteen minutes. That's for sure.",English,en
996,"Sorprendentemente, La mia famiglia ci fa visita questa estate. Tutti sono d'accordo.",Italian,it
997,Wir gehen morgen auf den Markt. Das ist sicher.,German,de
998,وہ ہر ہفتے کے آخر میں فٹبال کھیلتا ہے۔,Urdu,ur
999,ایمانداری سے، وہ اپنے فائنل امتحانات کی تیاری کر رہا ہے۔ سب اس بات پر متفق ہیں۔,Urdu,ur
1000,بالمناسبة، هل يمكنك مساعدتي في إيجاد محطة القطار؟ هذا صحيح.,Arabic,ar
1001,"Wieder einmal, Ich hätte gerne eine Tasse Kaffee, bitte. Das ist sicher.",German,de
1002,"Infatti, La mia famiglia ci fa visita questa estate.",Italian,it
1003,باغ رنگ برنگے پھولوں سے بھرا ہے۔ یہ یقینی ہے۔,Urdu,ur
1004,"Por cierto, La tienda cierra temprano los domingos. Eso es seguro.",Spanish,es
1005,"Honnêtement, Le concert commence à huit heures. C'est certain.",French,fr
1006,"वास्तव में, वह हर सप्ताहांत फुटबॉल खेलता है। यह सच है।",Hindi,hi
1007,"Questa mattina, Questo ristorante serve cibo delizioso.",Italian,it
1008,दुकान रविवार को जल्दी बंद हो जाती है।,Hindi,hi
1009,"Apparemment, Il étudie pour ses examens finaux. C'est certain.",French,fr
1010,"A propósito, O ônibus chega a cada quinze minutos. É verdade.",Portuguese,pt
1011,"Ehrlich gesagt, Der Garten ist voller bunter Blumen.",German,de
1012,بالأمس، سنذهب إلى السوق غدًا.,Arabic,ar
1013,ہمیشہ کی طرح، ہم کل بازار جا رہے ہیں۔ سب اس بات پر متفق ہیں۔,Urdu,ur
1014,هذا الصباح، عائلتي ستزورنا هذا الصيف. الجميع يوافق.,Arabic,ar
1015,"Encore une fois, Ma famille nous rend visite cet été. C'est vrai.",French,fr
1016,"Ayer, Vimos una película anoche. Es verdad.",Spanish,es
1017,"कल, वे पहाड़ों की यात्रा की योजना बना रहे हैं। यह सच है।",Hindi,hi
1018,"Yesterday, My family is visiting this summer. That's for sure.",English,en
1019,"कल, वह हर सप्ताहांत फुटबॉल खेलता है। यह निश्चित है।",Hindi,hi
1020,"Onestamente, Andiamo al mercato domani. È vero.",Italian,it
1021,مرة أخرى، هي تقرأ كتابًا في الحديقة. هذا صحيح.,Arabic,ar
1022,"Apparently, The store closes early on Sundays. That's for sure.",English,en
1023,"This morning, Can you help me find the train station? It's true.",English,en
1024,"Sorprendentemente, El clima está hermoso hoy. Es verdad.",Spanish,es
1025,"हमेशा की तरह, बच्चे बगीचे में खेल रहे हैं। यह निश्चित है।",Hindi,hi
1026,"Na verdade, As crianças estão brincando no jardim.",Portuguese,pt
1027,"Honestly, I would like a cup of coffee, please. It's true.",English,en
1028,بظاہر، براہ کرم مجھے ایک کپ کافی دیں۔,Urdu,ur
1029,"Wieder einmal, Sie arbeitet in einer kleinen Bäckerei. Das ist sicher.",German,de
1030,"Ehrlich gesagt, Ich lerne gerne neue Sprachen.",German,de
1031,"Mais uma vez, O jardim está cheio de flores coloridas. Todos concordam.",Portuguese,pt
1032,بالمناسبة، هي تعمل في مخبز صغير. هذا مؤكد.,Arabic,ar
1033,بشكل مفاجئ، سنذهب إلى السوق غدًا.,Arabic,ar
1034,"Honestly, The weather is beautiful today. Everyone agrees.",English,en
1035,"Mais uma vez, Eu preciso comprar pão e leite.",Portuguese,pt
1036,"By the way, The bus arrives every fifteen minutes.",English,en
1037,آج صبح، وہ اپنے فائنل امتحانات کی تیاری کر رہا ہے۔ سب اس بات پر متفق ہیں۔,Urdu,ur
1038,"Sorprendentemente, Mi familia nos visita este verano. Es verdad.",Spanish,es
1039,یہ ریستوران لذیذ کھانا پیش کرتا ہے۔ یہ سچ ہے۔,Urdu,ur
1040,"Yesterday, The children are playing in the garden. It's true.",English,en
1041,"Sorprendentemente, Lui sta studiando per gli esami finali. Tutti sono d'accordo.",Italian,it
1042,"Surpreendentemente, Vamos ao mercado amanhã. Isso é certo.",Portuguese,pt
1043,بظاہر، کیا آپ ٹرین اسٹیشن ڈھونڈنے میں میری مدد کر سکتے ہیں؟,Urdu,ur
1044,Él juega fútbol cada fin de semana.,Spanish,es
1045,"Sorprendentemente, Abbiamo visto un film ieri sera. Tutti sono d'accordo.",Italian,it
1046,"Ontem, A loja fecha cedo aos domingos.",Portuguese,pt
1047,"हमेशा की तरह, आज मौसम बहुत सुंदर है।",Hindi,hi
1048,"Na verdade, Eu gosto de aprender novos idiomas.",Portuguese,pt
1049,"Tatsächlich, Können Sie mir helfen, den Bahnhof zu finden? Es ist wahr.",German,de
1050,"Tatsächlich, Der Bus kommt alle fünfzehn Minuten.",German,de
1051,"Wie immer, Sie arbeitet in einer kleinen Bäckerei. Das ist sicher.",German,de
1052,"Ehrlich gesagt, Sie planen eine Reise in die Berge. Es ist wahr.",German,de
1053,"Ontem, O jardim está cheio de flores coloridas.",Portuguese,pt
1054,ایمانداری سے، وہ پہاڑوں کے سفر کی منصوبہ بندی کر رہے ہیں۔ سب اس بات پر متفق ہیں۔,Urdu,ur
1055,"Como siempre, El museo abre a las nueve de la mañana. Es verdad.",Spanish,es
1056,El jardín está lleno de flores coloridas. Todos están de acuerdo.,Spanish,es
1057,يفتح المتحف الساعة التاسعة صباحًا. هذا مؤكد.,Arabic,ar
1058,"Ehrlich gesagt, Meine Familie besucht uns diesen Sommer.",German,de
1059,"Yesterday, Can you help me find the train station?",English,en
1060,"Sorprendentemente, Me gustaría una taza de café, por favor.",Spanish,es
1061,"Wieder einmal, Wir haben gestern Abend einen Film gesehen. Das ist sicher.",German,de
1062,کل، بس ہر پندرہ منٹ میں آتی ہے۔ یہ سچ ہے۔,Urdu,ur
1063,"एक बार फिर, बस हर पंद्रह मिनट में आती है। यह सच है।",Hindi,hi
1064,بالأمس، سنذهب إلى السوق غدًا. الجميع يوافق.,Arabic,ar
1065,"As usual, I would like a cup of coffee, please.",English,en
1066,"Infatti, L'autobus arriva ogni quindici minuti. Questo è certo.",Italian,it
1067,"वास्तव में, वह अपनी अंतिम परीक्षाओं के लिए पढ़ रहा है। यह निश्चित है।",Hindi,hi
1068,"एक बार फिर, वह हर सप्ताहांत फुटबॉल खेलता है। यह सच है।",Hindi,hi
1069,"Como siempre, Mi familia nos visita este verano. Eso es seguro.",Spanish,es
1070,"Hier, Le jardin est plein de fleurs colorées. Tout le monde est d'accord.",French,fr
1071,"This morning, The museum opens at nine in the morning. Everyone agrees.",English,en
1072,كالعادة، أستمتع بتعلم لغات جديدة. هذا صحيح.,Arabic,ar
1073,"जाहिर तौर पर, संग्रहालय सुबह नौ बजे खुलता है। सभी सहमत हैं।",Hindi,hi
1074,"Wie immer, Er spielt jedes Wochenende Fußball.",German,de
1075,"Na verdade, O ônibus chega a cada quinze minutos. Isso é certo.",Portuguese,pt
1076,هل يمكنك مساعدتي في إيجاد محطة القطار؟ هذا مؤكد.,Arabic,ar
1077,"De hecho, Ellos están planeando un viaje a las montañas.",Spanish,es
1078,"This morning, The weather is beautiful today. It's true.",English,en
1079,मुझे नई भाषाएँ सीखना पसंद है। यह निश्चित है।,Hindi,hi
1080,"En fait, Je voudrais une tasse de café, s'il vous plaît.",French,fr
1081,"Gestern, Der Garten ist voller bunter Blumen. Es ist wahr.",German,de
1082,حیرت کی بات ہے، بچے باغ میں کھیل رہے ہیں۔,Urdu,ur
1083,ہمیشہ کی طرح، بس ہر پندرہ منٹ میں آتی ہے۔ یہ یقینی ہے۔,Urdu,ur
1084,ایک بار پھر، وہ پارک میں کتاب پڑھ رہی ہے۔ یہ سچ ہے۔,Urdu,ur
1085,"Ancora una volta, Lui sta studiando per gli esami finali. Questo è certo.",Italian,it
1086,ہمیشہ کی طرح، وہ اپنے فائنل امتحانات کی تیاری کر رہا ہے۔ سب اس بات پر متفق ہیں۔,Urdu,ur
1087,بشكل مفاجئ، يغلق المتجر مبكرًا أيام الأحد. هذا صحيح.,Arabic,ar
1088,في الواقع، هو يلعب كرة القدم كل نهاية أسبوع. هذا صحيح.,Arabic,ar
1089,"Apparemment, J'aime apprendre de nouvelles langues. Tout le monde est d'accord.",French,fr
1090,"Onestamente, I bambini stanno giocando in giardino.",Italian,it
1091,ایمانداری سے، وہ اپنے فائنل امتحانات کی تیاری کر رہا ہے۔ یہ سچ ہے۔,Urdu,ur
1092,"Honestamente, Mi familia nos visita este verano. Eso es seguro.",Spanish,es
1093,"Aparentemente, A loja fecha cedo aos domingos. É verdade.",Portuguese,pt
1094,"A proposito, La mia famiglia ci fa visita questa estate.",Italian,it
1095,"Come al solito, Lui gioca a calcio ogni fine settimana.",Italian,it
1096,"Apparemment, Nous avons regardé un film hier soir. C'est vrai.",French,fr
1097,بشكل مفاجئ، الحديقة مليئة بالزهور الملونة. الجميع يوافق.,Arabic,ar
1098,"Ontem, Ele joga futebol todo fim de semana. É verdade.",Portuguese,pt
1099,"आज सुबह, कृपया मुझे एक कप कॉफी दीजिए। यह निश्चित है।",Hindi,hi
1100,"ईमानदारी से, हम कल बाजार जा रहे हैं। यह सच है।",Hindi,hi
1101,"In fact, The store closes early on Sundays. Everyone agrees.",English,en
1102,"Por cierto, El concierto comienza a las ocho. Eso es seguro.",Spanish,es
1103,"Étonnamment, Il étudie pour ses examens finaux. C'est certain.",French,fr
1104,"Honnêtement, J'aime apprendre de nouvelles langues. C'est certain.",French,fr
1105,"Étonnamment, Le concert commence à huit heures.",French,fr
1106,"Esta manhã, Você pode me ajudar a encontrar a estação de trem?",Portuguese,pt
1107,"Sorprendentemente, Este restaurante sirve comida deliciosa. Todos están de acuerdo.",Spanish,es
1108,"Honestamente, Ele está estudando para as provas finais. Todos concordam.",Portuguese,pt
1109,Ella trabaja en una pequeña panadería. Eso es seguro.,Spanish,es
1110,"Ontem, O museu abre às nove da manhã. Isso é certo.",Portuguese,pt
1111,"Onestamente, Stanno pianificando un viaggio in montagna. Tutti sono d'accordo.",Italian,it
1112,"A propósito, Ele está estudando para as provas finais. Todos concordam.",Portuguese,pt
1113,"Once again, He is studying for his final exams. That's for sure.",English,en
1114,"Infatti, Stanno pianificando un viaggio in montagna.",Italian,it
1115,The children are playing in the garden. It's true.,English,en
1116,"Tatsächlich, Sie liest ein Buch im Park.",German,de
1117,"Sorprendentemente, Andiamo al mercato domani. Tutti sono d'accordo.",Italian,it
1118,बगीचा रंग-बिरंगे फूलों से भरा है।,Hindi,hi
1119,"Questa mattina, Lei sta leggendo un libro nel parco. È vero.",Italian,it
1120,"Ehrlich gesagt, Wir gehen morgen auf den Markt.",German,de
1121,"Once again, The store closes early on Sundays. That's for sure.",English,en
1122,"Honnêtement, Le musée ouvre à neuf heures du matin.",French,fr
1123,"Hier, Le concert commence à huit heures. C'est certain.",French,fr
1124,"Sorprendentemente, Ella está leyendo un libro en el parque. Eso es seguro.",Spanish,es
1125,كالعادة، الأطفال يلعبون في الحديقة.,Arabic,ar
1126,Ich muss Brot und Milch kaufen. Alle sind sich einig.,German,de
1127,بچے باغ میں کھیل رہے ہیں۔ یہ یقینی ہے۔,Urdu,ur
1128,"Na verdade, Ele está estudando para as provas finais. É verdade.",Portuguese,pt
1129,वह पार्क में एक किताब पढ़ रही है। यह सच है।,Hindi,hi
1130,"Na verdade, A loja fecha cedo aos domingos. É verdade.",Portuguese,pt
1131,"Apparentemente, Lei sta leggendo un libro nel parco. Questo è certo.",Italian,it
1132,"Once again, I enjoy learning new languages. It's true.",English,en
1133,J'aime apprendre de nouvelles langues. C'est vrai.,French,fr
1134,"Ancora una volta, Il concerto inizia alle otto. Tutti sono d'accordo.",Italian,it
1135,حیرت کی بات ہے، بس ہر پندرہ منٹ میں آتی ہے۔ سب اس بات پر متفق ہیں۔,Urdu,ur
1136,"Como siempre, Vimos una película anoche. Todos están de acuerdo.",Spanish,es
1137,"Onestamente, Andiamo al mercato domani. Tutti sono d'accordo.",Italian,it
1138,"Ce matin, Le magasin ferme tôt le dimanche.",French,fr
1139,"एक बार फिर, वह हर सप्ताहांत फुटबॉल खेलता है।",Hindi,hi
1140,O jardim está cheio de flores coloridas. Isso é certo.,Portuguese,pt
1141,"ईमानदारी से, मुझे रोटी और दूध खरीदने की जरूरत है। यह निश्चित है।",Hindi,hi
1142,في الواقع، أحتاج إلى شراء خبز وحليب. الجميع يوافق.,Arabic,ar
1143,بصراحة، تصل الحافلة كل خمس عشرة دقيقة. الجميع يوافق.,Arabic,ar
1144,في الواقع، تصل الحافلة كل خمس عشرة دقيقة. هذا مؤكد.,Arabic,ar
1145,"Tatsächlich, Er spielt jedes Wochenende Fußball. Das ist sicher.",German,de
1146,"Surprisingly, We watched a movie last night.",English,en
1147,"Anscheinend, Sie planen eine Reise in die Berge. Alle sind sich einig.",German,de
1148,بالمناسبة، سنذهب إلى السوق غدًا.,Arabic,ar
1149,"Encore une fois, Pouvez-vous m'aider à trouver la gare ?",French,fr
1150,دراصل، وہ اپنے فائنل امتحانات کی تیاری کر رہا ہے۔ سب اس بات پر متفق ہیں۔,Urdu,ur
1151,"Infatti, Il negozio chiude presto la domenica. Tutti sono d'accordo.",Italian,it
1152,"Por cierto, Me gustaría una taza de café, por favor. Es verdad.",Spanish,es
1153,"हमेशा की तरह, हमने कल रात एक फिल्म देखी।",Hindi,hi
1154,ایمانداری سے، وہ ہر ہفتے کے آخر میں فٹبال کھیلتا ہے۔ یہ یقینی ہے۔,Urdu,ur
1155,"हमेशा की तरह, मुझे रोटी और दूध खरीदने की जरूरत है। सभी सहमत हैं।",Hindi,hi
1156,"वास्तव में, मुझे नई भाषाएँ सीखना पसंद है। यह निश्चित है।",Hindi,hi
1157,"Ayer, Vamos al mercado mañana. Eso es seguro.",Spanish,es
1158,"Honestly, The bus arrives every fifteen minutes.",English,en
1159,"Come al solito, La mia famiglia ci fa visita questa estate.",Italian,it
1160,"Überraschenderweise, Ich muss Brot und Milch kaufen. Es ist wahr.",German,de
1161,"Por cierto, ¿Puedes ayudarme a encontrar la estación de tren? Todos están de acuerdo.",Spanish,es
1162,بظاہر، مجھے روٹی اور دودھ خریدنے کی ضرورت ہے۔,Urdu,ur
1163,She is reading a book in the park. It's true.,English,en
1164,"Encore une fois, Nous allons au marché demain. C'est vrai.",French,fr
1165,"Yesterday, The children are playing in the garden. Everyone agrees.",English,en
1166,"Como sempre, O jardim está cheio de flores coloridas.",Portuguese,pt
1167,بصراحة، سنذهب إلى السوق غدًا. الجميع يوافق.,Arabic,ar
1168,"Na verdade, Ela trabalha em uma pequena padaria. É verdade.",Portuguese,pt
1169,"This morning, I would like a cup of coffee, please. That's for sure.",English,en
1170,"कल, बस हर पंद्रह मिनट में आती है। यह सच है।",Hindi,hi
1171,"Yesterday, The weather is beautiful today. That's for sure.",English,en
1172,"Como siempre, Él está estudiando para sus exámenes finales.",Spanish,es
1173,"Comme d'habitude, Les enfants jouent dans le jardin.",French,fr
1174,"By the way, The museum opens at nine in the morning.",English,en
1175,"Gestern, Der Laden schließt sonntags früh. Alle sind sich einig.",German,de
1176,کل، مجھے نئی زبانیں سیکھنا پسند ہے۔ یہ سچ ہے۔,Urdu,ur
1177,"Esta mañana, Vamos al mercado mañana. Eso es seguro.",Spanish,es
1178,بصراحة، يبدأ الحفل الساعة الثامنة. هذا مؤكد.,Arabic,ar
1179,"Esta manhã, O show começa às oito horas.",Portuguese,pt
1180,"Come al solito, Lei sta leggendo un libro nel parco. Questo è certo.",Italian,it
1181,"Tatsächlich, Können Sie mir helfen, den Bahnhof zu finden? Das ist sicher.",German,de
1182,ہمیشہ کی طرح، مجھے نئی زبانیں سیکھنا پسند ہے۔,Urdu,ur
1183,"Apparemment, Il joue au football chaque week-end. Tout le monde est d'accord.",French,fr
1184,"De hecho, El museo abre a las nueve de la mañana. Es verdad.",Spanish,es
1185,"ईमानदारी से, मुझे रोटी और दूध खरीदने की जरूरत है। यह सच है।",Hindi,hi
1186,"Anscheinend, Wir gehen morgen auf den Markt. Alle sind sich einig.",German,de
1187,"Encore une fois, Elle lit un livre dans le parc. C'est certain.",French,fr
1188,Você pode me ajudar a encontrar a estação de trem? Isso é certo.,Portuguese,pt
1189,"Ce matin, Le musée ouvre à neuf heures du matin. Tout le monde est d'accord.",French,fr
1190,"In fact, The concert starts at eight o'clock.",English,en
1191,"Surprisingly, This restaurant serves delicious food. Everyone agrees.",English,en
1192,ویسے، بچے باغ میں کھیل رہے ہیں۔ یہ یقینی ہے۔,Urdu,ur
1193,"By the way, Can you help me find the train station? It's true.",English,en
1194,"Heute Morgen, Ich muss Brot und Milch kaufen. Es ist wahr.",German,de
1195,"Ieri, Stanno pianificando un viaggio in montagna. Tutti sono d'accordo.",Italian,it
1196,"Yesterday, They are planning a trip to the mountains. Everyone agrees.",English,en
1197,"Honestamente, Minha família vai nos visitar neste verão. Todos concordam.",Portuguese,pt
1198,"Au fait, Nous avons regardé un film hier soir. C'est certain.",French,fr
1199,The concert starts at eight o'clock.,English,en
1200,"Come al solito, I bambini stanno giocando in giardino. Questo è certo.",Italian,it
1201,"Aparentemente, Você pode me ajudar a encontrar a estação de trem?",Portuguese,pt
1202,"Esta mañana, El clima está hermoso hoy. Es verdad.",Spanish,es
1203,"Ontem, Vamos ao mercado amanhã. Todos concordam.",Portuguese,pt
1204,"Überraschenderweise, Der Garten ist voller bunter Blumen. Es ist wahr.",German,de
1205,"Überraschenderweise, Ich muss Brot und Milch kaufen. Alle sind sich einig.",German,de
1206,"Comme d'habitude, Le jardin est plein de fleurs colorées.",French,fr
1207,کل، میوزیم صبح نو بجے کھلتا ہے۔ سب اس بات پر متفق ہیں۔,Urdu,ur
1208,"Como sempre, O museu abre às nove da manhã.",Portuguese,pt
1209,"Como siempre, Él juega fútbol cada fin de semana. Todos están de acuerdo.",Spanish,es
1210,آج صبح، آج موسم بہت خوبصورت ہے۔,Urdu,ur
1211,ایک بار پھر، میوزیم صبح نو بجے کھلتا ہے۔ سب اس بات پر متفق ہیں۔,Urdu,ur
1212,"Como sempre, Ela está lendo um livro no parque. Isso é certo.",Portuguese,pt
1213,"वैसे, आज मौसम बहुत सुंदर है। यह सच है।",Hindi,hi
1214,ایمانداری سے، آج موسم بہت خوبصورت ہے۔ سب اس بات پر متفق ہیں۔,Urdu,ur
1215,"एक बार फिर, बस हर पंद्रह मिनट में आती है। यह निश्चित है।",Hindi,hi
1216,"En fait, Le temps est magnifique aujourd'hui. C'est vrai.",French,fr
1217,"Überraschenderweise, Können Sie mir helfen, den Bahnhof zu finden? Das ist sicher.",German,de
1218,"आज सुबह, संग्रहालय सुबह नौ बजे खुलता है। यह सच है।",Hindi,hi
1219,"Honestamente, El concierto comienza a las ocho. Es verdad.",Spanish,es
1220,"In fact, My family is visiting this summer.",English,en
1221,"हमेशा की तरह, हम कल बाजार जा रहे हैं।",Hindi,hi
1222,دراصل، وہ ایک چھوٹی بیکری میں کام کرتی ہے۔ یہ یقینی ہے۔,Urdu,ur
1223,"Come al solito, Il tempo è bellissimo oggi. Tutti sono d'accordo.",Italian,it
1224,"Ontem, Ela trabalha em uma pequena padaria. É verdade.",Portuguese,pt
1225,"ईमानदारी से, वह एक छोटी बेकरी में काम करती है। यह निश्चित है।",Hindi,hi
1226,"Ontem, Eu gostaria de uma xícara de café, por favor.",Portuguese,pt
1227,"Anscheinend, Ich hätte gerne eine Tasse Kaffee, bitte.",German,de
1228,"एक बार फिर, मुझे रोटी और दूध खरीदने की जरूरत है।",Hindi,hi
1229,"Mais uma vez, O ônibus chega a cada quinze minutos. Todos concordam.",Portuguese,pt
1230,"Apparentemente, Il tempo è bellissimo oggi. È vero.",Italian,it
1231,"Ayer, Ella está leyendo un libro en el parque.",Spanish,es
1232,"वैसे, वे पहाड़ों की यात्रा की योजना बना रहे हैं।",Hindi,hi
1233,"Überraschenderweise, Er spielt jedes Wochenende Fußball.",German,de
1234,"Anscheinend, Das Wetter ist heute wunderschön. Das ist sicher.",German,de
1235,"De hecho, El clima está hermoso hoy. Todos están de acuerdo.",Spanish,es
1236,آج صبح، دکان اتوار کو جلدی بند ہو جاتی ہے۔,Urdu,ur
1237,"Honnêtement, Pouvez-vous m'aider à trouver la gare ? Tout le monde est d'accord.",French,fr
1238,"En fait, Le musée ouvre à neuf heures du matin.",French,fr
1239,بالأمس، هي تعمل في مخبز صغير.,Arabic,ar
1240,"हैरानी की बात है, दुकान रविवार को जल्दी बंद हो जाती है। सभी सहमत हैं।",Hindi,hi
1241,"Apparentemente, Stanno pianificando un viaggio in montagna. Tutti sono d'accordo.",Italian,it
1242,"Encore une fois, Nous allons au marché demain. Tout le monde est d'accord.",French,fr
1243,"Encore une fois, J'ai besoin d'acheter du pain et du lait. Tout le monde est d'accord.",French,fr
1244,"Wieder einmal, Das Konzert beginnt um acht Uhr. Das ist sicher.",German,de
1245,"हैरानी की बात है, हम कल बाजार जा रहे हैं। यह सच है।",Hindi,hi
1246,"Na verdade, Eu preciso comprar pão e leite. É verdade.",Portuguese,pt
1247,الأطفال يلعبون في الحديقة. هذا صحيح.,Arabic,ar
1248,بالأمس، هو يدرس لامتحاناته النهائية.,Arabic,ar
1249,"As usual, The concert starts at eight o'clock. Everyone agrees.",English,en
1250,"Questa mattina, Il giardino è pieno di fiori colorati. È vero.",Italian,it
1251,"Überraschenderweise, Der Laden schließt sonntags früh. Alle sind sich einig.",German,de
1252,ہمیشہ کی طرح، وہ ایک چھوٹی بیکری میں کام کرتی ہے۔ یہ یقینی ہے۔,Urdu,ur
1253,"Honestamente, Assistimos a um filme ontem à noite. Todos concordam.",Portuguese,pt
1254,"This morning, She is reading a book in the park. It's true.",English,en
1255,"Wie immer, Das Konzert beginnt um acht Uhr. Es ist wahr.",German,de
1256,बच्चे बगीचे में खेल रहे हैं। सभी सहमत हैं।,Hindi,hi
1257,"Surpreendentemente, Minha família vai nos visitar neste verão. Todos concordam.",Portuguese,pt
1258,"Yesterday, He is studying for his final exams. That's for sure.",English,en
1259,"Honestamente, Ella está leyendo un libro en el parque. Eso es seguro.",Spanish,es
1260,"कल, संगीत कार्यक्रम आठ बजे शुरू होता है।",Hindi,hi
1261,"Apparently, The concert starts at eight o'clock.",English,en
1262,"Apparentemente, Il tempo è bellissimo oggi. Questo è certo.",Italian,it
1263,بصراحة، يبدأ الحفل الساعة الثامنة.,Arabic,ar
1264,"Honestamente, Este restaurante serve comida deliciosa. É verdade.",Portuguese,pt
1265,ہمیشہ کی طرح، آج موسم بہت خوبصورت ہے۔,Urdu,ur
1266,"एक बार फिर, संग्रहालय सुबह नौ बजे खुलता है। सभी सहमत हैं।",Hindi,hi
1267,"Wie immer, Der Laden schließt sonntags früh.",German,de
1268,"Na verdade, O museu abre às nove da manhã. É verdade.",Portuguese,pt
1269,"Por cierto, Me gustaría una taza de café, por favor.",Spanish,es
1270,"In fact, She works at a small bakery downtown. It's true.",English,en
1271,"Überraschenderweise, Sie arbeitet in einer kleinen Bäckerei. Es ist wahr.",German,de
1272,Ich lerne gerne neue Sprachen. Das ist sicher.,German,de
1273,"Comme d'habitude, Le bus arrive toutes les quinze minutes.",French,fr
1274,I bambini stanno giocando in giardino.,Italian,it
1275,"Surpreendentemente, Vamos ao mercado amanhã.",Portuguese,pt
1276,"Como sempre, O ônibus chega a cada quinze minutos. Todos concordam.",Portuguese,pt
1277,"Surpreendentemente, Ela trabalha em uma pequena padaria. Todos concordam.",Portuguese,pt
1278,"Ayer, El autobús llega cada quince minutos. Todos están de acuerdo.",Spanish,es
1279,مرة أخرى، هل يمكنك مساعدتي في إيجاد محطة القطار؟ هذا صحيح.,Arabic,ar
1280,"Ieri, Andiamo al mercato domani. Questo è certo.",Italian,it
1281,"Aparentemente, Él juega fútbol cada fin de semana. Eso es seguro.",Spanish,es
1282,"Aparentemente, Él juega fútbol cada fin de semana.",Spanish,es
1283,كالعادة، أود كوب قهوة من فضلك.,Arabic,ar
1284,"Heute Morgen, Das Konzert beginnt um acht Uhr.",German,de
1285,"हमेशा की तरह, वह एक छोटी बेकरी में काम करती है। यह निश्चित है।",Hindi,hi
1286,"As usual, The museum opens at nine in the morning. Everyone agrees.",English,en
1287,"This morning, The bus arrives every fifteen minutes. Everyone agrees.",English,en
1288,"Au fait, Le temps est magnifique aujourd'hui. C'est certain.",French,fr
1289,"Gestern, Der Garten ist voller bunter Blumen. Das ist sicher.",German,de
1290,"Por cierto, Necesito comprar pan y leche. Eso es seguro.",Spanish,es
1291,"Come al solito, Devo comprare pane e latte.",Italian,it
1292,"हैरानी की बात है, हम कल बाजार जा रहे हैं।",Hindi,hi
1293,ہمیشہ کی طرح، ہم نے کل رات ایک فلم دیکھی۔ یہ یقینی ہے۔,Urdu,ur
1294,Mi familia nos visita este verano. Eso es seguro.,Spanish,es
1295,"Como siempre, El autobús llega cada quince minutos. Es verdad.",Spanish,es
1296,"Comme d'habitude, Le magasin ferme tôt le dimanche. C'est certain.",French,fr
1297,"Übrigens, Der Bus kommt alle fünfzehn Minuten. Es ist wahr.",German,de
1298,Il concerto inizia alle otto.,Italian,it
1299,"By the way, We watched a movie last night. It's true.",English,en
1300,حیرت کی بات ہے، آج موسم بہت خوبصورت ہے۔ یہ یقینی ہے۔,Urdu,ur
1301,"Infatti, Il negozio chiude presto la domenica.",Italian,it
1302,"हमेशा की तरह, हमने कल रात एक फिल्म देखी। यह निश्चित है।",Hindi,hi
1303,"Comme d'habitude, Nous avons regardé un film hier soir. C'est certain.",French,fr
1304,آج صبح، وہ ایک چھوٹی بیکری میں کام کرتی ہے۔ یہ سچ ہے۔,Urdu,ur
1305,"En fait, Les enfants jouent dans le jardin. C'est certain.",French,fr
1306,Il joue au football chaque week-end. C'est vrai.,French,fr
1307,"हैरानी की बात है, आज मौसम बहुत सुंदर है। यह सच है।",Hindi,hi
1308,"Surpreendentemente, O museu abre às nove da manhã.",Portuguese,pt
1309,"Esta manhã, O tempo está lindo hoje.",Portuguese,pt
1310,"Sorprendentemente, Il museo apre alle nove del mattino. È vero.",Italian,it
1311,The concert starts at eight o'clock. That's for sure.,English,en
1312,"Sorprendentemente, Stanno pianificando un viaggio in montagna.",Italian,it
1313,"Honnêtement, Nous avons regardé un film hier soir. C'est certain.",French,fr
1314,"Onestamente, Lei lavora in una piccola panetteria. Questo è certo.",Italian,it
1315,هذا الصباح، هو يدرس لامتحاناته النهائية. هذا صحيح.,Arabic,ar
1316,هذا الصباح، هل يمكنك مساعدتي في إيجاد محطة القطار؟ هذا مؤكد.,Arabic,ar
1317,"Honestamente, O show começa às oito horas. É verdade.",Portuguese,pt
1318,"Mais uma vez, Eu preciso comprar pão e leite. Isso é certo.",Portuguese,pt
1319,"Honestamente, ¿Puedes ayudarme a encontrar la estación de tren?",Spanish,es
1320,"Tatsächlich, Das Konzert beginnt um acht Uhr. Das ist sicher.",German,de
1321,"Wie immer, Sie liest ein Buch im Park. Alle sind sich einig.",German,de
1322,"Tatsächlich, Die Kinder spielen im Garten. Alle sind sich einig.",German,de
1323,ہمیشہ کی طرح، وہ پہاڑوں کے سفر کی منصوبہ بندی کر رہے ہیں۔ سب اس بات پر متفق ہیں۔,Urdu,ur
1324,بالمناسبة، هي تعمل في مخبز صغير. الجميع يوافق.,Arabic,ar
1325,ہمیشہ کی طرح، مجھے روٹی اور دودھ خریدنے کی ضرورت ہے۔ سب اس بات پر متفق ہیں۔,Urdu,ur
1326,"Na verdade, Ele joga futebol todo fim de semana.",Portuguese,pt
1327,"Comme d'habitude, Ce restaurant sert une nourriture délicieuse. Tout le monde est d'accord.",French,fr
1328,بصراحة، هذا المطعم يقدم طعامًا لذيذًا.,Arabic,ar
1329,El clima está hermoso hoy. Todos están de acuerdo.,Spanish,es
