id,text,label,category,difficulty
1320,"Hello, The weather looks nice this weekend, want to go for a walk? Let me know.",Ham,Normal Message,Intermediate
1321,Quick note: The deadline for the Aurora Data Systems deliverables has been moved up by two days. Take care.,Ham,Work,Beginner
1322,"FYI, Could you double-check the numbers in the spreadsheet before we send it to Blue Horizon Airlines? Thanks!",Ham,Work,Intermediate
1323,"Hello, Hey, are we still meeting for lunch tomorrow around noon?",Ham,Normal Message,Advanced
1324,"ALERT: Don't miss our biggest sale of the year on a SunBeam solar charger, hurry before it ends! Don't wait!",Spam,Advertisement,Beginner
1325,ACT NOW: Huge sale on a SoundWave headset — save big before stock runs out!,Spam,Advertisement,Intermediate
1326,"Hello, Can you send me the recipe you used for dinner last night? Let me know.",Ham,Normal Message,Intermediate
1327,"Thinking of you today, hope everything goes well with the move. Take care.",Ham,Personal,Intermediate
1328,"ACT NOW: Your recent order has an issue, verify your payment method to continue processing!",Spam,Scam,Intermediate
1329,"LIMITED TIME: Best prices of the season on a NovaBook Pro laptop, shop the sale now! Don't wait!",Spam,Advertisement,Beginner
1330,"ALERT: We detected a problem with your recent payment, please confirm your information now! Limited spots remain.",Spam,Scam,Beginner
1331,"Hi, Could you double-check the numbers in the spreadsheet before we send it to NextGen Software Labs? Let me know.",Ham,Work,Intermediate
1332,Do you want to grab coffee before the meeting starts? Take care.,Ham,Normal Message,Intermediate
1333,ATTENTION: Everything must go! Get a NovaBook Pro laptop at clearance prices while supplies last! Offer won't last.,Spam,Advertisement,Intermediate
1334,"LIMITED TIME: You qualify for a limited cash bonus, complete verification to receive your funds! Limited spots remain.",Spam,Scam,Intermediate
1335,"FYI, Just wanted to check in and see how you've been doing lately. Take care.",Ham,Personal,Beginner
1336,Let's finalize the agenda for next week's meeting with Meridian Financial Group. Thanks!,Ham,Work,Beginner
1337,ATTENTION: URGENT: Your account will be suspended unless you verify your details immediately!,Spam,Scam,Beginner
1338,LIMITED TIME: Limited spots available: sign up now for a free trial of a PureGlow skincare set! Limited spots remain.,Spam,Promotion,Intermediate
1339,"ACT NOW: Unlock a members-only discount on a PureGlow skincare set, available for a short time! Offer won't last.",Spam,Promotion,Beginner
1340,Quick note: Can you loop in the design team before our next sync with Zenith Pharmaceuticals? Let me know.,Ham,Work,Advanced
1341,"Just a heads up, Did you finish reading that book you mentioned last week? Let me know.",Ham,Normal Message,Beginner
1342,"ALERT: Your refund is pending approval, confirm your details now to receive the funds!",Spam,Scam,Beginner
1343,You've been selected for an exclusive early access deal on the FreshAir purifier! Respond today.,Spam,Promotion,Intermediate
1344,"Just a heads up, Congratulations on your engagement, so happy for you both! Talk soon.",Ham,Personal,Intermediate
1345,"Hi, The quarterly presentation for Aurora Data Systems is due by end of day Friday. Thanks!",Ham,Work,Beginner
1346,"ATTENTION: Your account has been flagged for review, respond within 24 hours to avoid closure! Don't wait!",Spam,Scam,Beginner
1347,"Quick note: Hope your exams went well, let's celebrate this weekend. Let me know.",Ham,Personal,Beginner
1348,Do you want to grab coffee before the meeting starts?,Ham,Normal Message,Beginner
1349,Quick note: Let's plan our schedules for next week during our call. Talk soon.,Ham,Normal Message,Intermediate
1350,"ALERT: Your delivery is on hold pending confirmation, update your details to release it!",Spam,Scam,Intermediate
1351,"Hey, This is a confirmation that your request with Coastal Insurance Co. has been received. Thanks!",Ham,Notification,Beginner
1352,"I left the spare key under the mat, let yourself in whenever. Thanks!",Ham,Normal Message,Advanced
1353,"Hey, The deadline for the Global Trade Partners deliverables has been moved up by two days. Talk soon.",Ham,Work,Advanced
1354,"Just a heads up, Did you finish reading that book you mentioned last week? Talk soon.",Ham,Normal Message,Intermediate
1355,"Hello, Let's schedule a quick check-in about the Crescent Media Group account this week. Thanks!",Ham,Work,Intermediate
1356,You have an outstanding balance that must be settled today to avoid penalties! Limited spots remain.,Spam,Scam,Intermediate
1357,"Don't miss our biggest sale of the year on the AeroFit smartwatch, hurry before it ends! Don't wait!",Spam,Advertisement,Beginner
1358,"Hello, Can we reschedule our call with Maple Street School District to later this afternoon? Talk soon.",Ham,Work,Beginner
1359,"Just a heads up, Can you loop in the design team before our next sync with Northfield University? Let me know.",Ham,Work,Advanced
1360,"FYI, The new cafe downtown has really good pastries, we should try it.",Ham,Normal Message,Intermediate
1361,"Hi, Hey, are we still meeting for lunch tomorrow around noon? Talk soon.",Ham,Normal Message,Advanced
1362,"Hey, are we still meeting for lunch tomorrow around noon? Let me know.",Ham,Normal Message,Advanced
1363,Quick note: Your account settings with Northfield University were updated successfully. Let me know.,Ham,Notification,Intermediate
1364,"NOTICE: Your refund is pending approval, confirm your details now to receive the funds! Don't wait!",Spam,Scam,Beginner
1365,"NOTICE: Security alert: someone tried to log in from an unknown device, verify immediately! Limited spots remain.",Spam,Scam,Beginner
1366,ALERT: Flash sale: the GreenLeaf water bottle is now 40% off for the next 24 hours only! Limited spots remain.,Spam,Advertisement,Beginner
1367,ATTENTION: Limited spots available: sign up now for a free trial of a SnapShot camera! Don't wait!,Spam,Promotion,Beginner
1368,"Upgrade today: the QuickBrew coffee maker is on sale for a limited time, don't wait! Limited spots remain.",Spam,Advertisement,Beginner
1369,Can't wait to see you at the reunion next month. Thanks!,Ham,Personal,Advanced
1370,"Hi, This is a confirmation that your request with Northfield University has been received.",Ham,Notification,Advanced
1371,IMPORTANT: Immediate action needed: your online account will be permanently closed tomorrow! Offer won't last.,Spam,Scam,Intermediate
1372,"Hello, Your account settings with Global Trade Partners were updated successfully.",Ham,Notification,Advanced
1373,Quick note: Let's schedule a quick check-in about the Harborview College account this week. Take care.,Ham,Work,Beginner
1374,"FYI, Did you finish reading that book you mentioned last week?",Ham,Normal Message,Intermediate
1375,"ACT NOW: As a valued customer, enjoy an extra discount on the TravelLite suitcase this week! Offer won't last.",Spam,Promotion,Intermediate
1376,"Hello, Thinking of you today, hope everything goes well with the move. Talk soon.",Ham,Personal,Intermediate
1377,"Hello, The quarterly presentation for Meridian Financial Group is due by end of day Friday.",Ham,Work,Intermediate
1378,"ACT NOW: Your delivery is on hold pending confirmation, update your details to release it! Limited spots remain.",Spam,Scam,Advanced
1379,ALERT: Everything must go! Get the CloudDesk chair at clearance prices while supplies last! Don't wait!,Spam,Advertisement,Intermediate
1380,"FYI, Your subscription to Vertex Analytics's newsletter has been updated successfully. Let me know.",Ham,Notification,Intermediate
1381,"Hello, I left the spare key under the mat, let yourself in whenever. Take care.",Ham,Normal Message,Intermediate
1382,"NOTICE: Unlock a members-only discount on the GreenLeaf water bottle, available for a short time! Respond today.",Spam,Promotion,Advanced
1383,"Hello, Thanks again for helping me move those boxes yesterday. Take care.",Ham,Normal Message,Beginner
1384,"So proud of you for taking that big step, congratulations!",Ham,Personal,Intermediate
1385,Quick note: Your appointment with Coastal Insurance Co. is confirmed for next Tuesday at 10 AM. Let me know.,Ham,Notification,Intermediate
1386,Let's sync up briefly before submitting the proposal to Delta Cloud Services. Let me know.,Ham,Work,Beginner
1387,"LIMITED TIME: Buy a PureGlow skincare set today and get 50% off your first order, limited time only! Respond today.",Spam,Advertisement,Advanced
1388,"The new cafe downtown has really good pastries, we should try it. Thanks!",Ham,Normal Message,Beginner
1389,"IMPORTANT: Security alert: someone tried to log in from an unknown device, verify immediately! Limited spots remain.",Spam,Scam,Advanced
1390,"Just a heads up, Wishing you a speedy recovery, let me know if you need anything.",Ham,Personal,Beginner
1391,"I'm running a bit late, should be there in about ten minutes.",Ham,Normal Message,Advanced
1392,"ATTENTION: You're eligible for a special discount on the CloudDesk chair, act fast to redeem it! Offer won't last.",Spam,Promotion,Beginner
1393,"ACT NOW: Unlock a members-only discount on the FlexFit yoga mat, available for a short time!",Spam,Promotion,Intermediate
1394,"Hello, Can you loop in the design team before our next sync with Falcon Logistics?",Ham,Work,Advanced
1395,"Quick note: Hope your trip was amazing, can't wait to hear all about it. Talk soon.",Ham,Personal,Advanced
1396,"FYI, Let's sync up briefly before submitting the proposal to Skyline Real Estate.",Ham,Work,Intermediate
1397,"I left the spare key under the mat, let yourself in whenever. Let me know.",Ham,Normal Message,Advanced
1398,"We should catch up soon, it's been a while since we talked. Thanks!",Ham,Normal Message,Beginner
1399,ATTENTION: Huge sale on a NightOwl reading lamp — save big before stock runs out! Don't wait!,Spam,Advertisement,Intermediate
1400,LIMITED TIME: Immediate action needed: your online account will be permanently closed tomorrow! Limited spots remain.,Spam,Scam,Intermediate
1401,"Hi, Let's sync up briefly before submitting the proposal to Brightline Technologies. Talk soon.",Ham,Work,Beginner
1402,"Just a heads up, Can't wait to see you at the reunion next month.",Ham,Personal,Beginner
1403,The deadline for the Harborview College deliverables has been moved up by two days. Talk soon.,Ham,Work,Advanced
1404,Quick note: Your account settings with Maple Street School District were updated successfully. Let me know.,Ham,Notification,Beginner
1405,"ALERT: Buy the CloudDesk chair today and get 50% off your first order, limited time only! Limited spots remain.",Spam,Advertisement,Advanced
1406,Thanks for sending over the notes from yesterday's meeting. Take care.,Ham,Normal Message,Intermediate
1407,"Hey, Can you send me the recipe you used for dinner last night? Talk soon.",Ham,Normal Message,Intermediate
1408,"NOTICE: Congratulations, you have been selected for a special cash reward, claim it today! Respond today.",Spam,Scam,Beginner
1409,"Quick note: Hope your trip was amazing, can't wait to hear all about it. Let me know.",Ham,Personal,Beginner
1410,"NOTICE: You're eligible for a special discount on a TrailRunner backpack, act fast to redeem it! Respond today.",Spam,Promotion,Beginner
1411,"IMPORTANT: Your account has been flagged for review, respond within 24 hours to avoid closure! Respond today.",Spam,Scam,Intermediate
1412,"FYI, Congratulations on the new job, you truly deserve it! Thanks!",Ham,Personal,Advanced
1413,"ALERT: New arrival: a SoundWave headset now available at an unbeatable price, shop now! Offer won't last.",Spam,Advertisement,Advanced
1414,"Best prices of the season on a TrailRunner backpack, shop the sale now! Respond today.",Spam,Advertisement,Intermediate
1415,"Hi, Please share your feedback on the draft before we send it to Coastal Insurance Co..",Ham,Work,Advanced
1416,"FYI, Can you water the plants while I'm out of town? Let me know.",Ham,Normal Message,Intermediate
1417,"NOTICE: Congratulations, you have been selected for a special cash reward, claim it today! Don't wait!",Spam,Scam,Beginner
1418,"Hello, Please review the attached report before our meeting with Silverline Motors tomorrow.",Ham,Work,Intermediate
1419,"Quick note: Hope your exams went well, let's celebrate this weekend. Thanks!",Ham,Personal,Advanced
1420,"Hi, So proud of you for taking that big step, congratulations!",Ham,Personal,Advanced
1421,"Hello, Please share your feedback on the draft before we send it to Delta Cloud Services. Let me know.",Ham,Work,Intermediate
1422,"Hey, Your reservation at Harborview College has been confirmed for this weekend. Talk soon.",Ham,Notification,Beginner
1423,"FYI, Let's schedule a quick check-in about the Vertex Analytics account this week. Thanks!",Ham,Work,Beginner
1424,"Hi, Could you double-check the numbers in the spreadsheet before we send it to Northfield University?",Ham,Work,Intermediate
1425,"ACT NOW: Security alert: someone tried to log in from an unknown device, verify immediately! Limited spots remain.",Spam,Scam,Advanced
1426,"Just a heads up, Hope your exams went well, let's celebrate this weekend.",Ham,Personal,Advanced
1427,"Hello, Wishing you a speedy recovery, let me know if you need anything. Thanks!",Ham,Personal,Beginner
1428,"Buy the SmartHome Hub today and get 50% off your first order, limited time only! Respond today.",Spam,Advertisement,Beginner
1429,ALERT: Refer a friend and receive a free the ChefMate blender as a thank-you gift! Respond today.,Spam,Promotion,Intermediate
1430,"Hey, Congratulations on your engagement, so happy for you both! Thanks!",Ham,Personal,Beginner
1431,IMPORTANT: Action required: your membership will expire tonight unless you renew immediately!,Spam,Scam,Intermediate
1432,"LIMITED TIME: Unlock a members-only discount on the SmartHome Hub, available for a short time!",Spam,Promotion,Beginner
1433,"Hello, Do you want to grab coffee before the meeting starts? Let me know.",Ham,Normal Message,Intermediate
1434,"Just a heads up, This is a reminder that your library books are due back this Friday. Take care.",Ham,Notification,Intermediate
1435,"IMPORTANT: You're eligible for a special discount on a ProGrip tennis racket, act fast to redeem it!",Spam,Promotion,Beginner
1436,"Hi, Please share your feedback on the draft before we send it to Brightline Technologies. Thanks!",Ham,Work,Advanced
1437,LIMITED TIME: Limited spots available: sign up now for a free trial of the QuickBrew coffee maker! Limited spots remain.,Spam,Promotion,Beginner
1438,IMPORTANT: Special member reward unlocked: a free the PixelView monitor is waiting for you! Respond today.,Spam,Promotion,Beginner
1439,"FYI, Do you want to grab coffee before the meeting starts? Talk soon.",Ham,Normal Message,Beginner
1440,Your reservation at Union Manufacturing Corp. has been confirmed for this weekend. Talk soon.,Ham,Notification,Intermediate
1441,"Just a heads up, Can you loop in the design team before our next sync with Delta Cloud Services? Thanks!",Ham,Work,Beginner
1442,Quick note: Can you loop in the design team before our next sync with BrightFuture Foundation? Talk soon.,Ham,Work,Intermediate
1443,"FYI, Can you loop in the design team before our next sync with Golden Gate Retailers? Take care.",Ham,Work,Beginner
1444,"Hi, The deadline for the Delta Cloud Services deliverables has been moved up by two days.",Ham,Work,Beginner
1445,ATTENTION: Action required: your membership will expire tonight unless you renew immediately! Offer won't last.,Spam,Scam,Intermediate
1446,"IMPORTANT: You're eligible for a special discount on the SmartHome Hub, act fast to redeem it! Offer won't last.",Spam,Promotion,Beginner
1447,"Final reminder: unclaimed reward expires today, click now before it's too late!",Spam,Scam,Intermediate
1448,"ATTENTION: Don't miss our biggest sale of the year on the AeroFit smartwatch, hurry before it ends! Respond today.",Spam,Advertisement,Beginner
1449,ACT NOW: Immediate action needed: your online account will be permanently closed tomorrow!,Spam,Scam,Beginner
1450,ATTENTION: You've been selected for an exclusive early access deal on a SnapShot camera!,Spam,Promotion,Intermediate
1451,IMPORTANT: Immediate action needed: your online account will be permanently closed tomorrow! Don't wait!,Spam,Scam,Advanced
1452,ATTENTION: URGENT: Your account will be suspended unless you verify your details immediately! Offer won't last.,Spam,Scam,Beginner
1453,"Just a heads up, Your account settings with Northfield University were updated successfully. Talk soon.",Ham,Notification,Intermediate
1454,"NOTICE: Best prices of the season on the FreshAir purifier, shop the sale now! Don't wait!",Spam,Advertisement,Beginner
1455,Quick note: This is a reminder that your library books are due back this Friday. Thanks!,Ham,Notification,Intermediate
1456,Quick note: Thanks for sending over the notes from yesterday's meeting. Thanks!,Ham,Normal Message,Beginner
1457,"LIMITED TIME: Upgrade today: a NovaBook Pro laptop is on sale for a limited time, don't wait! Offer won't last.",Spam,Advertisement,Beginner
1458,"Hey, Your order from Quantum Innovations has shipped and is expected to arrive in three days.",Ham,Notification,Beginner
1459,Congratulations! You've earned a free the QuickBrew coffee maker — claim your reward now! Don't wait!,Spam,Promotion,Beginner
1460,"Hello, Your subscription to Pioneer Research Institute's newsletter has been updated successfully. Talk soon.",Ham,Notification,Intermediate
1461,Let's plan a hiking trip for next month if the weather cooperates. Let me know.,Ham,Normal Message,Beginner
1462,"Quick note: So proud of you for taking that big step, congratulations! Take care.",Ham,Personal,Intermediate
1463,Huge sale on a ProGrip tennis racket — save big before stock runs out! Offer won't last.,Spam,Advertisement,Intermediate
1464,"Hi, Did you finish reading that book you mentioned last week? Let me know.",Ham,Normal Message,Beginner
1465,ALERT: Action required: your membership will expire tonight unless you renew immediately!,Spam,Scam,Beginner
1466,Quick note: This is a confirmation that your request with Quantum Innovations has been received.,Ham,Notification,Intermediate
1467,Quick note: Your subscription to Silverline Motors's newsletter has been updated successfully. Take care.,Ham,Notification,Intermediate
1468,ATTENTION: Action required: your membership will expire tonight unless you renew immediately! Limited spots remain.,Spam,Scam,Beginner
1469,"Hello, Hope the new house is treating you well, let's visit soon. Thanks!",Ham,Personal,Intermediate
1470,"Hi, Can't wait to see you at the reunion next month. Take care.",Ham,Personal,Intermediate
1471,"Quick note: Let's plan a get-together soon, it's been way too long. Thanks!",Ham,Personal,Advanced
1472,IMPORTANT: Flash sale: the PixelView monitor is now 40% off for the next 24 hours only! Limited spots remain.,Spam,Advertisement,Beginner
1473,Quick note: I finally fixed the leaky faucet in the kitchen this weekend. Thanks!,Ham,Normal Message,Beginner
1474,"Hello, Could you double-check the numbers in the spreadsheet before we send it to BrightFuture Foundation?",Ham,Work,Beginner
1475,"FYI, The movie was great, we should watch the sequel next weekend.",Ham,Normal Message,Beginner
1476,"FYI, Your recent payment to Lakeside Medical Center was processed successfully. Take care.",Ham,Notification,Beginner
1477,"Hi, Your reservation at Global Trade Partners has been confirmed for this weekend. Take care.",Ham,Notification,Beginner
1478,"Hi, Let's plan our schedules for next week during our call. Let me know.",Ham,Normal Message,Intermediate
1479,"Hello, The traffic on the highway is pretty bad this morning, leave early.",Ham,Normal Message,Beginner
1480,"Quick note: I left the spare key under the mat, let yourself in whenever.",Ham,Normal Message,Intermediate
1481,NOTICE: Refer a friend and receive a free the ChefMate blender as a thank-you gift! Don't wait!,Spam,Promotion,Intermediate
1482,LIMITED TIME: Flash sale: a NovaBook Pro laptop is now 40% off for the next 24 hours only! Respond today.,Spam,Advertisement,Intermediate
1483,"Your delivery is on hold pending confirmation, update your details to release it! Respond today.",Spam,Scam,Intermediate
1484,Your subscription to Blue Horizon Airlines's newsletter has been updated successfully. Thanks!,Ham,Notification,Advanced
1485,"FYI, Hope the new house is treating you well, let's visit soon.",Ham,Personal,Intermediate
1486,"Hey, The quarterly presentation for Brightline Technologies is due by end of day Friday. Let me know.",Ham,Work,Beginner
1487,"Hello, Hope your trip was amazing, can't wait to hear all about it. Take care.",Ham,Personal,Advanced
1488,"ATTENTION: New arrival: the FlexFit yoga mat now available at an unbeatable price, shop now! Limited spots remain.",Spam,Advertisement,Intermediate
1489,"FYI, Let's sync up briefly before submitting the proposal to Meridian Financial Group. Talk soon.",Ham,Work,Intermediate
1490,"LIMITED TIME: Don't miss our biggest sale of the year on a PureGlow skincare set, hurry before it ends! Respond today.",Spam,Advertisement,Beginner
1491,"LIMITED TIME: Upgrade today: the TravelLite suitcase is on sale for a limited time, don't wait! Don't wait!",Spam,Advertisement,Advanced
1492,"ATTENTION: New arrival: a StreamCast speaker now available at an unbeatable price, shop now! Offer won't last.",Spam,Advertisement,Beginner
1493,IMPORTANT: You have won a mystery prize! Click the link now to claim before it expires! Respond today.,Spam,Scam,Beginner
1494,"You qualify for a limited cash bonus, complete verification to receive your funds! Limited spots remain.",Spam,Scam,Intermediate
1495,Introducing the QuickBrew coffee maker — order now and get free shipping this week! Don't wait!,Spam,Advertisement,Intermediate
1496,IMPORTANT: Exclusive offer just for you: get a bonus a StreamCast speaker with your next purchase! Don't wait!,Spam,Promotion,Beginner
1497,NOTICE: Exclusive offer just for you: get a bonus a PureGlow skincare set with your next purchase! Don't wait!,Spam,Promotion,Advanced
1498,"Hi, I updated the project board, take a look before our call with Meridian Financial Group. Thanks!",Ham,Work,Beginner
1499,"Quick note: Thinking of you today, hope everything goes well with the move.",Ham,Personal,Advanced
1500,"Hello, Happy birthday! Hope you have an amazing day with family and friends.",Ham,Personal,Advanced
1501,"ACT NOW: Your loyalty points can now be redeemed for a free a PureGlow skincare set, claim today! Don't wait!",Spam,Promotion,Beginner
1502,"Let's plan a get-together soon, it's been way too long. Talk soon.",Ham,Personal,Intermediate
1503,"LIMITED TIME: Your refund is pending approval, confirm your details now to receive the funds! Offer won't last.",Spam,Scam,Advanced
1504,"Hey, The weather looks nice this weekend, want to go for a walk? Talk soon.",Ham,Normal Message,Beginner
1505,"Quick note: The movie was great, we should watch the sequel next weekend.",Ham,Normal Message,Beginner
1506,"Your account access has been limited, verify your identity to restore full access! Respond today.",Spam,Scam,Beginner
1507,"IMPORTANT: New arrival: a NightOwl reading lamp now available at an unbeatable price, shop now! Respond today.",Spam,Advertisement,Intermediate
1508,"Hello, The movie was great, we should watch the sequel next weekend. Let me know.",Ham,Normal Message,Intermediate
1509,ALERT: Everything must go! Get a TrailRunner backpack at clearance prices while supplies last! Respond today.,Spam,Advertisement,Beginner
1510,ACT NOW: Immediate action needed: your online account will be permanently closed tomorrow! Offer won't last.,Spam,Scam,Beginner
1511,ALERT: Limited spots available: sign up now for a free trial of a NightOwl reading lamp! Don't wait!,Spam,Promotion,Beginner
1512,Exclusive offer just for you: get a bonus the QuickBrew coffee maker with your next purchase! Don't wait!,Spam,Promotion,Advanced
1513,LIMITED TIME: Limited spots available: sign up now for a free trial of a NovaBook Pro laptop! Respond today.,Spam,Promotion,Intermediate
1514,"IMPORTANT: New arrival: a SnapShot camera now available at an unbeatable price, shop now! Don't wait!",Spam,Advertisement,Intermediate
1515,LIMITED TIME: You have an outstanding balance that must be settled today to avoid penalties! Limited spots remain.,Spam,Scam,Intermediate
1516,"Hey, Congratulations on the new job, you truly deserve it! Talk soon.",Ham,Personal,Beginner
1517,"NOTICE: Upgrade today: the AeroFit smartwatch is on sale for a limited time, don't wait! Respond today.",Spam,Advertisement,Intermediate
1518,"Quick note: The new cafe downtown has really good pastries, we should try it. Talk soon.",Ham,Normal Message,Intermediate
1519,"Hey, Sending good vibes for your interview tomorrow, you've got this! Thanks!",Ham,Personal,Beginner
1520,"Just a heads up, Thinking of you today, hope everything goes well with the move. Let me know.",Ham,Personal,Advanced
1521,"Your package could not be delivered, confirm your address immediately to avoid cancellation! Don't wait!",Spam,Scam,Advanced
1522,"Hey, This is a reminder that your library books are due back this Friday. Talk soon.",Ham,Notification,Advanced
1523,"IMPORTANT: Don't miss our biggest sale of the year on the FreshAir purifier, hurry before it ends! Respond today.",Spam,Advertisement,Intermediate
1524,"Hello, Hey, are we still meeting for lunch tomorrow around noon? Let me know.",Ham,Normal Message,Advanced
1525,"Hello, Congratulations on the new job, you truly deserve it! Thanks!",Ham,Personal,Beginner
1526,"Hi, So proud of you for taking that big step, congratulations! Talk soon.",Ham,Personal,Intermediate
1527,This is a reminder that your appointment with Falcon Logistics starts in one hour. Take care.,Ham,Notification,Beginner
1528,"FYI, Congratulations on the new job, you truly deserve it!",Ham,Personal,Beginner
1529,"As a valued customer, enjoy an extra discount on the PixelView monitor this week! Respond today.",Spam,Promotion,Beginner
1530,"Just a heads up, Please share your feedback on the draft before we send it to Brightline Technologies. Take care.",Ham,Work,Intermediate
1531,"Just a heads up, The client at Ironwood Steel Works asked for an updated timeline, can you draft one?",Ham,Work,Intermediate
1532,"LIMITED TIME: As a valued customer, enjoy an extra discount on the QuickBrew coffee maker this week! Limited spots remain.",Spam,Promotion,Advanced
1533,Quick note: This is a reminder that your membership with Zenith Pharmaceuticals is up for renewal soon. Thanks!,Ham,Notification,Intermediate
1534,NOTICE: Introducing the PixelView monitor — order now and get free shipping this week! Offer won't last.,Spam,Advertisement,Beginner
1535,"Just a heads up, Let's sync up briefly before submitting the proposal to Falcon Logistics. Talk soon.",Ham,Work,Beginner
1536,"Upgrade today: the TravelLite suitcase is on sale for a limited time, don't wait! Offer won't last.",Spam,Advertisement,Beginner
1537,"The weather looks nice this weekend, want to go for a walk? Talk soon.",Ham,Normal Message,Beginner
1538,"FYI, Happy birthday! Hope you have an amazing day with family and friends.",Ham,Personal,Intermediate
1539,"Hi, The quarterly presentation for Ironwood Steel Works is due by end of day Friday. Thanks!",Ham,Work,Intermediate
1540,"Hello, Did you finish reading that book you mentioned last week? Talk soon.",Ham,Normal Message,Intermediate
1541,"Hi, Thanks for being such a great friend, it means a lot to me. Take care.",Ham,Personal,Intermediate
1542,"Quick note: Congrats on finishing the marathon, that's such an accomplishment! Thanks!",Ham,Personal,Intermediate
1543,"Just a heads up, Hope the new house is treating you well, let's visit soon. Thanks!",Ham,Personal,Beginner
1544,Quick note: Can you send me the recipe you used for dinner last night? Let me know.,Ham,Normal Message,Beginner
1545,"Quick note: I updated the project board, take a look before our call with Oakwood Publishing House. Take care.",Ham,Work,Intermediate
1546,Quick note: Let's finalize the agenda for next week's meeting with Evergreen Energy Co.. Talk soon.,Ham,Work,Intermediate
1547,"The movie was great, we should watch the sequel next weekend.",Ham,Normal Message,Advanced
1548,"Hello, This is a confirmation that your request with Zenith Pharmaceuticals has been received. Take care.",Ham,Notification,Intermediate
1549,"Hi, Hope the new house is treating you well, let's visit soon. Talk soon.",Ham,Personal,Advanced
1550,"Hello, The movie was great, we should watch the sequel next weekend. Talk soon.",Ham,Normal Message,Intermediate
1551,"Hey, Your reservation at BrightFuture Foundation has been confirmed for this weekend. Talk soon.",Ham,Notification,Advanced
1552,Flash sale: a ProGrip tennis racket is now 40% off for the next 24 hours only! Offer won't last.,Spam,Advertisement,Intermediate
1553,"Hi, Your appointment with Meridian Financial Group is confirmed for next Tuesday at 10 AM. Let me know.",Ham,Notification,Intermediate
1554,Quick note: Can you loop in the design team before our next sync with Lakeside Medical Center? Talk soon.,Ham,Work,Intermediate
1555,"FYI, This is a reminder that your appointment with Riverside Bank starts in one hour. Let me know.",Ham,Notification,Beginner
1556,"Just a heads up, Just wanted to check in and see how you've been doing lately.",Ham,Personal,Beginner
1557,NOTICE: Everything must go! Get the CloudDesk chair at clearance prices while supplies last!,Spam,Advertisement,Intermediate
1558,"IMPORTANT: Your loyalty points can now be redeemed for a free the ChefMate blender, claim today! Respond today.",Spam,Promotion,Beginner
1559,Thanks again for helping me move those boxes yesterday. Talk soon.,Ham,Normal Message,Intermediate
1560,ALERT: Everything must go! Get a SnapShot camera at clearance prices while supplies last!,Spam,Advertisement,Intermediate
1561,"FYI, Your appointment with Oakwood Publishing House is confirmed for next Tuesday at 10 AM. Talk soon.",Ham,Notification,Intermediate
1562,NOTICE: You've been selected for an exclusive early access deal on a PureGlow skincare set! Respond today.,Spam,Promotion,Beginner
1563,"Just a heads up, Wishing you a speedy recovery, let me know if you need anything. Take care.",Ham,Personal,Beginner
1564,NOTICE: Introducing the ChefMate blender — order now and get free shipping this week!,Spam,Advertisement,Intermediate
1565,ATTENTION: Introducing a NightOwl reading lamp — order now and get free shipping this week! Respond today.,Spam,Advertisement,Advanced
1566,"ATTENTION: Your delivery is on hold pending confirmation, update your details to release it! Offer won't last.",Spam,Scam,Beginner
1567,"Hi, Let me know if you need help moving this weekend. Let me know.",Ham,Normal Message,Advanced
1568,"Hey, This is a reminder that your library books are due back this Friday. Thanks!",Ham,Notification,Beginner
1569,"Just a heads up, Your reservation at Meridian Financial Group has been confirmed for this weekend. Talk soon.",Ham,Notification,Beginner
1570,"FYI, Can't wait to see you at the reunion next month.",Ham,Personal,Beginner
1571,"ALERT: Final notice: unusual activity detected on your account, verify now to avoid suspension! Respond today.",Spam,Scam,Beginner
1572,"ACT NOW: Upgrade today: the SmartHome Hub is on sale for a limited time, don't wait!",Spam,Advertisement,Advanced
1573,"Hi, Your order from Summit Robotics Inc. has shipped and is expected to arrive in three days. Thanks!",Ham,Notification,Beginner
1574,"ATTENTION: Don't miss our biggest sale of the year on a RoadMaster bicycle, hurry before it ends! Respond today.",Spam,Advertisement,Advanced
1575,ALERT: Special member reward unlocked: a free the FlexFit yoga mat is waiting for you! Offer won't last.,Spam,Promotion,Advanced
1576,"Just a heads up, The quarterly presentation for Northfield University is due by end of day Friday. Take care.",Ham,Work,Intermediate
1577,"NOTICE: Your account has been flagged for review, respond within 24 hours to avoid closure! Offer won't last.",Spam,Scam,Beginner
1578,Quick note: Let's finalize the agenda for next week's meeting with Aurora Data Systems. Thanks!,Ham,Work,Beginner
1579,"Hey, Thanks for being such a great friend, it means a lot to me. Let me know.",Ham,Personal,Beginner
1580,LIMITED TIME: Immediate action needed: your online account will be permanently closed tomorrow! Respond today.,Spam,Scam,Beginner
1581,"Hi, Wishing you a speedy recovery, let me know if you need anything.",Ham,Personal,Intermediate
1582,"Hello, Can you water the plants while I'm out of town? Let me know.",Ham,Normal Message,Intermediate
1583,"NOTICE: Special deal: buy one the ChefMate blender, get one free this weekend only! Limited spots remain.",Spam,Advertisement,Beginner
1584,"Hey, Can we reschedule our call with Summit Robotics Inc. to later this afternoon? Take care.",Ham,Work,Beginner
1585,"Quick note: Sending good vibes for your interview tomorrow, you've got this! Talk soon.",Ham,Personal,Beginner
