id,original_text,lowercase_text,clean_text,tokenized_text,stopwords_removed,stemmed_text,lemmatized_text
1051,"Honestly, The women's committee organized the fundraiser at the clinic. It's been quite a journey.","honestly, the women's committee organized the fundraiser at the clinic. it's been quite a journey.",honestly the women s committee organized the fundraiser at the clinic it s been quite a journey,"['honestly', 'the', 'women', 's', 'committee', 'organized', 'the', 'fundraiser', 'at', 'the', 'clinic', 'it', 's', 'been', 'quite', 'a', 'journey']","['honestly', 'women', 's', 'committee', 'organized', 'fundraiser', 'clinic', 's', 'quite', 'journey']",honest woman s committee organiz fundrais clinic s quite journey,honestly woman s committee organiz fundraiser clinic s quite journey
1052,"You know, I can't believe   Aisha finished  the  budget report  in just 2 days. That's just how it goes sometimes.","you know, i can't believe   aisha finished  the  budget report  in just 2 days. that's just how it goes sometimes.",you know i can t believe aisha finished the budget report in just days that s just how it goes sometimes,"['you', 'know', 'i', 'can', 't', 'believe', 'aisha', 'finished', 'the', 'budget', 'report', 'in', 'just', 'days', 'that', 's', 'just', 'how', 'it', 'goes', 'sometimes']","['know', 't', 'believe', 'aisha', 'finished', 'budget', 'report', 'days', 's', 'how', 'goes', 'sometimes']",know t believe aisha finish budget report day s how go sometim,know t believe aisha finish budget report day s how go sometim
1053,"You know, We can't wait to visit harbor again this summer, it was AMAZING!!! No one expected that outcome.","you know, we can't wait to visit harbor again this summer, it was amazing!!! no one expected that outcome.",you know we can t wait to visit harbor again this summer it was amazing no one expected that outcome,"['you', 'know', 'we', 'can', 't', 'wait', 'to', 'visit', 'harbor', 'again', 'this', 'summer', 'it', 'was', 'amazing', 'no', 'one', 'expected', 'that', 'outcome']","['know', 't', 'wait', 'visit', 'harbor', 'summer', 'amazing', 'one', 'expected', 'outcome']",know t wait visit harbor summ amaz one expect outcome,know t wait visit harbor summer amaz one expect outcome
1054,"Frankly, We can't wait to visit factory again this summer, it was AMAZING!!! Honestly, it wasn't easy.","frankly, we can't wait to visit factory again this summer, it was amazing!!! honestly, it wasn't easy.",frankly we can t wait to visit factory again this summer it was amazing honestly it wasn t easy,"['frankly', 'we', 'can', 't', 'wait', 'to', 'visit', 'factory', 'again', 'this', 'summer', 'it', 'was', 'amazing', 'honestly', 'it', 'wasn', 't', 'easy']","['frankly', 't', 'wait', 'visit', 'factory', 'summer', 'amazing', 'honestly', 'wasn', 't', 'easy']",frank t wait visit factory summ amaz honest wasn t easy,frankly t wait visit factory summer amaz honestly wasn t easy
1055,"Wow!!! The the SmartHome Hub costs $199.99, and it's ON SALE right now... It happened faster than planned.","wow!!! the the smarthome hub costs $199.99, and it's on sale right now... it happened faster than planned.",wow the the smarthome hub costs and it s on sale right now it happened faster than planned,"['wow', 'the', 'the', 'smarthome', 'hub', 'costs', 'and', 'it', 's', 'on', 'sale', 'right', 'now', 'it', 'happened', 'faster', 'than', 'planned']","['wow', 'smarthome', 'hub', 'costs', 's', 'sale', 'right', 'happened', 'faster', 'planned']",wow smarthome hub cost s sale right happen fast plann,wow smarthome hub cost s sale right happen faster plann
1056,"By the way, Don't forget to email Hana about the onboarding meeting tomorrow!! No one expected that outcome.","by the way, don't forget to email hana about the onboarding meeting tomorrow!! no one expected that outcome.",by the way don t forget to email hana about the onboarding meeting tomorrow no one expected that outcome,"['by', 'the', 'way', 'don', 't', 'forget', 'to', 'email', 'hana', 'about', 'the', 'onboarding', 'meeting', 'tomorrow', 'no', 'one', 'expected', 'that', 'outcome']","['way', 't', 'forget', 'email', 'hana', 'onboarding', 'meeting', 'tomorrow', 'one', 'expected', 'outcome']",way t forget email hana onboard meet tomorrow one expect outcome,way t forget email hana onboard meet tomorrow one expect outcome
1057,"Frankly, She said she'd never seen such a large crowd at the museum before. No one expected that outcome.","frankly, she said she'd never seen such a large crowd at the museum before. no one expected that outcome.",frankly she said she d never seen such a large crowd at the museum before no one expected that outcome,"['frankly', 'she', 'said', 'she', 'd', 'never', 'seen', 'such', 'a', 'large', 'crowd', 'at', 'the', 'museum', 'before', 'no', 'one', 'expected', 'that', 'outcome']","['frankly', 'said', 'd', 'never', 'seen', 'large', 'crowd', 'museum', 'one', 'expected', 'outcome']",frank said d nev seen large crowd museum one expect outcome,frankly said d never seen large crowd museum one expect outcome
1058,"You know, The women's committee organized the fundraiser at the warehouse. That's just how it goes sometimes.","you know, the women's committee organized the fundraiser at the warehouse. that's just how it goes sometimes.",you know the women s committee organized the fundraiser at the warehouse that s just how it goes sometimes,"['you', 'know', 'the', 'women', 's', 'committee', 'organized', 'the', 'fundraiser', 'at', 'the', 'warehouse', 'that', 's', 'just', 'how', 'it', 'goes', 'sometimes']","['know', 'women', 's', 'committee', 'organized', 'fundraiser', 'warehouse', 's', 'how', 'goes', 'sometimes']",know woman s committee organiz fundrais warehouse s how go sometim,know woman s committee organiz fundraiser warehouse s how go sometim
1059,"By the way, I can't believe   Chloe finished  the  budget report  in just 2 days. Everyone agreed it was worth it.","by the way, i can't believe   chloe finished  the  budget report  in just 2 days. everyone agreed it was worth it.",by the way i can t believe chloe finished the budget report in just days everyone agreed it was worth it,"['by', 'the', 'way', 'i', 'can', 't', 'believe', 'chloe', 'finished', 'the', 'budget', 'report', 'in', 'just', 'days', 'everyone', 'agreed', 'it', 'was', 'worth', 'it']","['way', 't', 'believe', 'chloe', 'finished', 'budget', 'report', 'days', 'everyone', 'agreed', 'worth']",way t believe chloe finish budget report day everyone agre worth,way t believe chloe finish budget report day everyone agre worth
1060,"Honestly, She said she'd never seen such a large crowd at the market before. It's been quite a journey.","honestly, she said she'd never seen such a large crowd at the market before. it's been quite a journey.",honestly she said she d never seen such a large crowd at the market before it s been quite a journey,"['honestly', 'she', 'said', 'she', 'd', 'never', 'seen', 'such', 'a', 'large', 'crowd', 'at', 'the', 'market', 'before', 'it', 's', 'been', 'quite', 'a', 'journey']","['honestly', 'said', 'd', 'never', 'seen', 'large', 'crowd', 'market', 's', 'quite', 'journey']",honest said d nev seen large crowd market s quite journey,honestly said d never seen large crowd market s quite journey
1061,"Honestly, She said she'd never seen such a large crowd at the theater before. Everyone agreed it was worth it.","honestly, she said she'd never seen such a large crowd at the theater before. everyone agreed it was worth it.",honestly she said she d never seen such a large crowd at the theater before everyone agreed it was worth it,"['honestly', 'she', 'said', 'she', 'd', 'never', 'seen', 'such', 'a', 'large', 'crowd', 'at', 'the', 'theater', 'before', 'everyone', 'agreed', 'it', 'was', 'worth', 'it']","['honestly', 'said', 'd', 'never', 'seen', 'large', 'crowd', 'theater', 'everyone', 'agreed', 'worth']",honest said d nev seen large crowd theat everyone agre worth,honestly said d never seen large crowd theater everyone agre worth
1062,"Frankly, You should've called me earlier; I was worried something happened. Everyone agreed it was worth it.","frankly, you should've called me earlier; i was worried something happened. everyone agreed it was worth it.",frankly you should ve called me earlier i was worried something happened everyone agreed it was worth it,"['frankly', 'you', 'should', 've', 'called', 'me', 'earlier', 'i', 'was', 'worried', 'something', 'happened', 'everyone', 'agreed', 'it', 'was', 'worth', 'it']","['frankly', 've', 'called', 'earlier', 'worried', 'something', 'happened', 'everyone', 'agreed', 'worth']",frank ve call earli worri someth happen everyone agre worth,frankly ve call earlier worri someth happen everyone agre worth
1063,"Frankly, The largest cities in the region reported the highest levels of traffic. Everyone agreed it was worth it.","frankly, the largest cities in the region reported the highest levels of traffic. everyone agreed it was worth it.",frankly the largest cities in the region reported the highest levels of traffic everyone agreed it was worth it,"['frankly', 'the', 'largest', 'cities', 'in', 'the', 'region', 'reported', 'the', 'highest', 'levels', 'of', 'traffic', 'everyone', 'agreed', 'it', 'was', 'worth', 'it']","['frankly', 'largest', 'cities', 'region', 'reported', 'highest', 'levels', 'traffic', 'everyone', 'agreed', 'worth']",frank large city region report high level traffic everyone agre worth,frankly large city region report highest level traffic everyone agre worth
1064,"Honestly, We can't wait to visit station again this summer, it was AMAZING!!! Honestly, it wasn't easy.","honestly, we can't wait to visit station again this summer, it was amazing!!! honestly, it wasn't easy.",honestly we can t wait to visit station again this summer it was amazing honestly it wasn t easy,"['honestly', 'we', 'can', 't', 'wait', 'to', 'visit', 'station', 'again', 'this', 'summer', 'it', 'was', 'amazing', 'honestly', 'it', 'wasn', 't', 'easy']","['honestly', 't', 'wait', 'visit', 'station', 'summer', 'amazing', 'honestly', 'wasn', 't', 'easy']",honest t wait visit station summ amaz honest wasn t easy,honestly t wait visit station summer amaz honestly wasn t easy
1065,"Honestly, Don't forget to email Chloe about the project meeting tomorrow!!","honestly, don't forget to email chloe about the project meeting tomorrow!!",honestly don t forget to email chloe about the project meeting tomorrow,"['honestly', 'don', 't', 'forget', 'to', 'email', 'chloe', 'about', 'the', 'project', 'meeting', 'tomorrow']","['honestly', 't', 'forget', 'email', 'chloe', 'project', 'meeting', 'tomorrow']",honest t forget email chloe project meet tomorrow,honestly t forget email chloe project meet tomorrow
1066,"The Maple Street School District team WON'T release the numbers until Friday, they said. No one expected that outcome.","the maple street school district team won't release the numbers until friday, they said. no one expected that outcome.",the maple street school district team won t release the numbers until friday they said no one expected that outcome,"['the', 'maple', 'street', 'school', 'district', 'team', 'won', 't', 'release', 'the', 'numbers', 'until', 'friday', 'they', 'said', 'no', 'one', 'expected', 'that', 'outcome']","['maple', 'street', 'school', 'district', 'team', 'won', 't', 'release', 'numbers', 'until', 'friday', 'said', 'one', 'expected', 'outcome']",maple street school district team won t release number until friday said one expect outcome,maple street school district team won t release number until friday said one expect outcome
1067,"You know, The dogs were RUNNING across the campus while the cats watched quietly.","you know, the dogs were running across the campus while the cats watched quietly.",you know the dogs were running across the campus while the cats watched quietly,"['you', 'know', 'the', 'dogs', 'were', 'running', 'across', 'the', 'campus', 'while', 'the', 'cats', 'watched', 'quietly']","['know', 'dogs', 'running', 'across', 'campus', 'cats', 'watched', 'quietly']",know dog run acros campu cat watch quiet,know dog run across campu cat watch quietly
1068,"He studied history, mathematics, and biology at Meridian Financial Group last year. No one expected that outcome.","he studied history, mathematics, and biology at meridian financial group last year. no one expected that outcome.",he studied history mathematics and biology at meridian financial group last year no one expected that outcome,"['he', 'studied', 'history', 'mathematics', 'and', 'biology', 'at', 'meridian', 'financial', 'group', 'last', 'year', 'no', 'one', 'expected', 'that', 'outcome']","['studied', 'history', 'mathematics', 'biology', 'meridian', 'financial', 'group', 'last', 'year', 'one', 'expected', 'outcome']",study history mathematic biology meridian financial group last year one expect outcome,study history mathematic biology meridian financial group last year one expect outcome
1069,Isn't it strange how the leaves change color so quickly in autumn? No one expected that outcome.,isn't it strange how the leaves change color so quickly in autumn? no one expected that outcome.,isn t it strange how the leaves change color so quickly in autumn no one expected that outcome,"['isn', 't', 'it', 'strange', 'how', 'the', 'leaves', 'change', 'color', 'so', 'quickly', 'in', 'autumn', 'no', 'one', 'expected', 'that', 'outcome']","['isn', 't', 'strange', 'how', 'leaves', 'change', 'color', 'quickly', 'autumn', 'one', 'expected', 'outcome']",isn t strange how leaf change color quick autumn one expect outcome,isn t strange how leaf change color quickly autumn one expect outcome
1070,"Frankly, I've already sent the invoice; please confirm once you've reviewed it. Honestly, it wasn't easy.","frankly, i've already sent the invoice; please confirm once you've reviewed it. honestly, it wasn't easy.",frankly i ve already sent the invoice please confirm once you ve reviewed it honestly it wasn t easy,"['frankly', 'i', 've', 'already', 'sent', 'the', 'invoice', 'please', 'confirm', 'once', 'you', 've', 'reviewed', 'it', 'honestly', 'it', 'wasn', 't', 'easy']","['frankly', 've', 'already', 'sent', 'invoice', 'please', 'confirm', 've', 'reviewed', 'honestly', 'wasn', 't', 'easy']",frank ve already sent invoice please confirm ve review honest wasn t easy,frankly ve already sent invoice please confirm ve review honestly wasn t easy
1071,"Honestly, The best runners in the marathon finished before the rain started. It's been quite a journey.","honestly, the best runners in the marathon finished before the rain started. it's been quite a journey.",honestly the best runners in the marathon finished before the rain started it s been quite a journey,"['honestly', 'the', 'best', 'runners', 'in', 'the', 'marathon', 'finished', 'before', 'the', 'rain', 'started', 'it', 's', 'been', 'quite', 'a', 'journey']","['honestly', 'best', 'runners', 'marathon', 'finished', 'rain', 'started', 's', 'quite', 'journey']",honest good runner marathon finish rain start s quite journey,honestly good runner marathon finish rain start s quite journey
1072,"By the way, Don't forget to email Wei about the logistics meeting tomorrow!! That's just how it goes sometimes.","by the way, don't forget to email wei about the logistics meeting tomorrow!! that's just how it goes sometimes.",by the way don t forget to email wei about the logistics meeting tomorrow that s just how it goes sometimes,"['by', 'the', 'way', 'don', 't', 'forget', 'to', 'email', 'wei', 'about', 'the', 'logistics', 'meeting', 'tomorrow', 'that', 's', 'just', 'how', 'it', 'goes', 'sometimes']","['way', 't', 'forget', 'email', 'wei', 'logistics', 'meeting', 'tomorrow', 's', 'how', 'goes', 'sometimes']",way t forget email wei logistic meet tomorrow s how go sometim,way t forget email wei logistic meet tomorrow s how go sometim
1073,"Honestly, The BrightFuture Foundation team WON'T release the numbers until Friday, they said. I still can't believe it.","honestly, the brightfuture foundation team won't release the numbers until friday, they said. i still can't believe it.",honestly the brightfuture foundation team won t release the numbers until friday they said i still can t believe it,"['honestly', 'the', 'brightfuture', 'foundation', 'team', 'won', 't', 'release', 'the', 'numbers', 'until', 'friday', 'they', 'said', 'i', 'still', 'can', 't', 'believe', 'it']","['honestly', 'brightfuture', 'foundation', 'team', 'won', 't', 'release', 'numbers', 'until', 'friday', 'said', 'still', 't', 'believe']",honest brightfuture foundation team won t release number until friday said still t believe,honestly brightfuture foundation team won t release number until friday said still t believe
1074,"They aren't happy with the results, but they're willing to try again. We'll follow up next week.","they aren't happy with the results, but they're willing to try again. we'll follow up next week.",they aren t happy with the results but they re willing to try again we ll follow up next week,"['they', 'aren', 't', 'happy', 'with', 'the', 'results', 'but', 'they', 're', 'willing', 'to', 'try', 'again', 'we', 'll', 'follow', 'up', 'next', 'week']","['aren', 't', 'happy', 'results', 're', 'willing', 'try', 'll', 'follow', 'next', 'week']",aren t happy result re will try ll follow next week,aren t happy result re will try ll follow next week
1075,"Frankly, Wow!!! The the GreenLeaf water bottle costs $199.99, and it's ON SALE right now... Honestly, it wasn't easy.","frankly, wow!!! the the greenleaf water bottle costs $199.99, and it's on sale right now... honestly, it wasn't easy.",frankly wow the the greenleaf water bottle costs and it s on sale right now honestly it wasn t easy,"['frankly', 'wow', 'the', 'the', 'greenleaf', 'water', 'bottle', 'costs', 'and', 'it', 's', 'on', 'sale', 'right', 'now', 'honestly', 'it', 'wasn', 't', 'easy']","['frankly', 'wow', 'greenleaf', 'water', 'bottle', 'costs', 's', 'sale', 'right', 'honestly', 'wasn', 't', 'easy']",frank wow greenleaf wat bottle cost s sale right honest wasn t easy,frankly wow greenleaf water bottle cost s sale right honestly wasn t easy
1076,"Honestly, He studied history, mathematics, and biology at Pioneer Research Institute last year. We'll follow up next week.","honestly, he studied history, mathematics, and biology at pioneer research institute last year. we'll follow up next week.",honestly he studied history mathematics and biology at pioneer research institute last year we ll follow up next week,"['honestly', 'he', 'studied', 'history', 'mathematics', 'and', 'biology', 'at', 'pioneer', 'research', 'institute', 'last', 'year', 'we', 'll', 'follow', 'up', 'next', 'week']","['honestly', 'studied', 'history', 'mathematics', 'biology', 'pioneer', 'research', 'institute', 'last', 'year', 'll', 'follow', 'next', 'week']",honest study history mathematic biology pione research institute last year ll follow next week,honestly study history mathematic biology pioneer research institute last year ll follow next week
1077,"Honestly, The BrightFuture Foundation team WON'T release the numbers until Friday, they said. That's just how it goes sometimes.","honestly, the brightfuture foundation team won't release the numbers until friday, they said. that's just how it goes sometimes.",honestly the brightfuture foundation team won t release the numbers until friday they said that s just how it goes sometimes,"['honestly', 'the', 'brightfuture', 'foundation', 'team', 'won', 't', 'release', 'the', 'numbers', 'until', 'friday', 'they', 'said', 'that', 's', 'just', 'how', 'it', 'goes', 'sometimes']","['honestly', 'brightfuture', 'foundation', 'team', 'won', 't', 'release', 'numbers', 'until', 'friday', 'said', 's', 'how', 'goes', 'sometimes']",honest brightfuture foundation team won t release number until friday said s how go sometim,honestly brightfuture foundation team won t release number until friday said s how go sometim
1078,"You know, The women's committee organized the fundraiser at the airport. I still can't believe it.","you know, the women's committee organized the fundraiser at the airport. i still can't believe it.",you know the women s committee organized the fundraiser at the airport i still can t believe it,"['you', 'know', 'the', 'women', 's', 'committee', 'organized', 'the', 'fundraiser', 'at', 'the', 'airport', 'i', 'still', 'can', 't', 'believe', 'it']","['know', 'women', 's', 'committee', 'organized', 'fundraiser', 'airport', 'still', 't', 'believe']",know woman s committee organiz fundrais airport still t believe,know woman s committee organiz fundraiser airport still t believe
1079,"Honestly, The dogs were RUNNING across the harbor while the cats watched quietly. I still can't believe it.","honestly, the dogs were running across the harbor while the cats watched quietly. i still can't believe it.",honestly the dogs were running across the harbor while the cats watched quietly i still can t believe it,"['honestly', 'the', 'dogs', 'were', 'running', 'across', 'the', 'harbor', 'while', 'the', 'cats', 'watched', 'quietly', 'i', 'still', 'can', 't', 'believe', 'it']","['honestly', 'dogs', 'running', 'across', 'harbor', 'cats', 'watched', 'quietly', 'still', 't', 'believe']",honest dog run acros harbor cat watch quiet still t believe,honestly dog run across harbor cat watch quietly still t believe
1080,"Frankly, The dogs were RUNNING across the harbor while the cats watched quietly. I still can't believe it.","frankly, the dogs were running across the harbor while the cats watched quietly. i still can't believe it.",frankly the dogs were running across the harbor while the cats watched quietly i still can t believe it,"['frankly', 'the', 'dogs', 'were', 'running', 'across', 'the', 'harbor', 'while', 'the', 'cats', 'watched', 'quietly', 'i', 'still', 'can', 't', 'believe', 'it']","['frankly', 'dogs', 'running', 'across', 'harbor', 'cats', 'watched', 'quietly', 'still', 't', 'believe']",frank dog run acros harbor cat watch quiet still t believe,frankly dog run across harbor cat watch quietly still t believe
1081,"Honestly, The scientists studied the wolves' behavior for over three months. Honestly, it wasn't easy.","honestly, the scientists studied the wolves' behavior for over three months. honestly, it wasn't easy.",honestly the scientists studied the wolves behavior for over three months honestly it wasn t easy,"['honestly', 'the', 'scientists', 'studied', 'the', 'wolves', 'behavior', 'for', 'over', 'three', 'months', 'honestly', 'it', 'wasn', 't', 'easy']","['honestly', 'scientists', 'studied', 'wolves', 'behavior', 'three', 'months', 'honestly', 'wasn', 't', 'easy']",honest scientist study wolf behavior three month honest wasn t easy,honestly scientist study wolf behavior three month honestly wasn t easy
1082,"Honestly, She said she'd never seen such a large crowd at the campus before. We'll follow up next week.","honestly, she said she'd never seen such a large crowd at the campus before. we'll follow up next week.",honestly she said she d never seen such a large crowd at the campus before we ll follow up next week,"['honestly', 'she', 'said', 'she', 'd', 'never', 'seen', 'such', 'a', 'large', 'crowd', 'at', 'the', 'campus', 'before', 'we', 'll', 'follow', 'up', 'next', 'week']","['honestly', 'said', 'd', 'never', 'seen', 'large', 'crowd', 'campus', 'll', 'follow', 'next', 'week']",honest said d nev seen large crowd campu ll follow next week,honestly said d never seen large crowd campu ll follow next week
1083,"Frankly, She isn't going to the airport because it's raining Coastal Insurance Co. again!! It's been quite a journey.","frankly, she isn't going to the airport because it's raining coastal insurance co. again!! it's been quite a journey.",frankly she isn t going to the airport because it s raining coastal insurance co again it s been quite a journey,"['frankly', 'she', 'isn', 't', 'going', 'to', 'the', 'airport', 'because', 'it', 's', 'raining', 'coastal', 'insurance', 'co', 'again', 'it', 's', 'been', 'quite', 'a', 'journey']","['frankly', 'isn', 't', 'going', 'airport', 'because', 's', 'raining', 'coastal', 'insurance', 'co', 's', 'quite', 'journey']",frank isn t go airport because s rain coastal insurance co s quite journey,frankly isn t go airport because s rain coastal insurance co s quite journey
1084,"By the way, She said she'd never seen such a large crowd at the harbor before. That's just how it goes sometimes.","by the way, she said she'd never seen such a large crowd at the harbor before. that's just how it goes sometimes.",by the way she said she d never seen such a large crowd at the harbor before that s just how it goes sometimes,"['by', 'the', 'way', 'she', 'said', 'she', 'd', 'never', 'seen', 'such', 'a', 'large', 'crowd', 'at', 'the', 'harbor', 'before', 'that', 's', 'just', 'how', 'it', 'goes', 'sometimes']","['way', 'said', 'd', 'never', 'seen', 'large', 'crowd', 'harbor', 's', 'how', 'goes', 'sometimes']",way said d nev seen large crowd harbor s how go sometim,way said d never seen large crowd harbor s how go sometim
1085,"Honestly, Wow!!! The a NovaBook Pro laptop costs $199.99, and it's ON SALE right now... No one expected that outcome.","honestly, wow!!! the a novabook pro laptop costs $199.99, and it's on sale right now... no one expected that outcome.",honestly wow the a novabook pro laptop costs and it s on sale right now no one expected that outcome,"['honestly', 'wow', 'the', 'a', 'novabook', 'pro', 'laptop', 'costs', 'and', 'it', 's', 'on', 'sale', 'right', 'now', 'no', 'one', 'expected', 'that', 'outcome']","['honestly', 'wow', 'novabook', 'pro', 'laptop', 'costs', 's', 'sale', 'right', 'one', 'expected', 'outcome']",honest wow novabook pro laptop cost s sale right one expect outcome,honestly wow novabook pro laptop cost s sale right one expect outcome
1086,"Frankly, The Northfield University team WON'T release the numbers until Friday, they said. That's just how it goes sometimes.","frankly, the northfield university team won't release the numbers until friday, they said. that's just how it goes sometimes.",frankly the northfield university team won t release the numbers until friday they said that s just how it goes sometimes,"['frankly', 'the', 'northfield', 'university', 'team', 'won', 't', 'release', 'the', 'numbers', 'until', 'friday', 'they', 'said', 'that', 's', 'just', 'how', 'it', 'goes', 'sometimes']","['frankly', 'northfield', 'university', 'team', 'won', 't', 'release', 'numbers', 'until', 'friday', 'said', 's', 'how', 'goes', 'sometimes']",frank northfield university team won t release number until friday said s how go sometim,frankly northfield university team won t release number until friday said s how go sometim
1087,"By the way, The Skyline Real Estate team WON'T release the numbers until Friday, they said. Everyone agreed it was worth it.","by the way, the skyline real estate team won't release the numbers until friday, they said. everyone agreed it was worth it.",by the way the skyline real estate team won t release the numbers until friday they said everyone agreed it was worth it,"['by', 'the', 'way', 'the', 'skyline', 'real', 'estate', 'team', 'won', 't', 'release', 'the', 'numbers', 'until', 'friday', 'they', 'said', 'everyone', 'agreed', 'it', 'was', 'worth', 'it']","['way', 'skyline', 'real', 'estate', 'team', 'won', 't', 'release', 'numbers', 'until', 'friday', 'said', 'everyone', 'agreed', 'worth']",way skyline real estate team won t release number until friday said everyone agre worth,way skyline real estate team won t release number until friday said everyone agre worth
1088,"By the way, My friend isn't going to the warehouse because it's raining Aurora Data Systems again!! That's just how it goes sometimes.","by the way, my friend isn't going to the warehouse because it's raining aurora data systems again!! that's just how it goes sometimes.",by the way my friend isn t going to the warehouse because it s raining aurora data systems again that s just how it goes sometimes,"['by', 'the', 'way', 'my', 'friend', 'isn', 't', 'going', 'to', 'the', 'warehouse', 'because', 'it', 's', 'raining', 'aurora', 'data', 'systems', 'again', 'that', 's', 'just', 'how', 'it', 'goes', 'sometimes']","['way', 'friend', 'isn', 't', 'going', 'warehouse', 'because', 's', 'raining', 'aurora', 'data', 'systems', 's', 'how', 'goes', 'sometimes']",way friend isn t go warehouse because s rain aurora data system s how go sometim,way friend isn t go warehouse because s rain aurora data system s how go sometim
1089,"Frankly, He studied history, mathematics, and biology at Skyline Real Estate last year. We'll follow up next week.","frankly, he studied history, mathematics, and biology at skyline real estate last year. we'll follow up next week.",frankly he studied history mathematics and biology at skyline real estate last year we ll follow up next week,"['frankly', 'he', 'studied', 'history', 'mathematics', 'and', 'biology', 'at', 'skyline', 'real', 'estate', 'last', 'year', 'we', 'll', 'follow', 'up', 'next', 'week']","['frankly', 'studied', 'history', 'mathematics', 'biology', 'skyline', 'real', 'estate', 'last', 'year', 'll', 'follow', 'next', 'week']",frank study history mathematic biology skyline real estate last year ll follow next week,frankly study history mathematic biology skyline real estate last year ll follow next week
1090,"Well, The women's committee organized the fundraiser at the harbor. That's just how it goes sometimes.","well, the women's committee organized the fundraiser at the harbor. that's just how it goes sometimes.",well the women s committee organized the fundraiser at the harbor that s just how it goes sometimes,"['well', 'the', 'women', 's', 'committee', 'organized', 'the', 'fundraiser', 'at', 'the', 'harbor', 'that', 's', 'just', 'how', 'it', 'goes', 'sometimes']","['well', 'women', 's', 'committee', 'organized', 'fundraiser', 'harbor', 's', 'how', 'goes', 'sometimes']",well woman s committee organiz fundrais harbor s how go sometim,well woman s committee organiz fundraiser harbor s how go sometim
1091,"Honestly, He studied history, mathematics, and biology at Northfield University last year. Honestly, it wasn't easy.","honestly, he studied history, mathematics, and biology at northfield university last year. honestly, it wasn't easy.",honestly he studied history mathematics and biology at northfield university last year honestly it wasn t easy,"['honestly', 'he', 'studied', 'history', 'mathematics', 'and', 'biology', 'at', 'northfield', 'university', 'last', 'year', 'honestly', 'it', 'wasn', 't', 'easy']","['honestly', 'studied', 'history', 'mathematics', 'biology', 'northfield', 'university', 'last', 'year', 'honestly', 'wasn', 't', 'easy']",honest study history mathematic biology northfield university last year honest wasn t easy,honestly study history mathematic biology northfield university last year honestly wasn t easy
1092,"Frankly, Wow!!! The a PureGlow skincare set costs $199.99, and it's ON SALE right now... Honestly, it wasn't easy.","frankly, wow!!! the a pureglow skincare set costs $199.99, and it's on sale right now... honestly, it wasn't easy.",frankly wow the a pureglow skincare set costs and it s on sale right now honestly it wasn t easy,"['frankly', 'wow', 'the', 'a', 'pureglow', 'skincare', 'set', 'costs', 'and', 'it', 's', 'on', 'sale', 'right', 'now', 'honestly', 'it', 'wasn', 't', 'easy']","['frankly', 'wow', 'pureglow', 'skincare', 'set', 'costs', 's', 'sale', 'right', 'honestly', 'wasn', 't', 'easy']",frank wow pureglow skincare set cost s sale right honest wasn t easy,frankly wow pureglow skincare set cost s sale right honestly wasn t easy
1093,"Well, He studied history, mathematics, and biology at Zenith Pharmaceuticals last year.","well, he studied history, mathematics, and biology at zenith pharmaceuticals last year.",well he studied history mathematics and biology at zenith pharmaceuticals last year,"['well', 'he', 'studied', 'history', 'mathematics', 'and', 'biology', 'at', 'zenith', 'pharmaceuticals', 'last', 'year']","['well', 'studied', 'history', 'mathematics', 'biology', 'zenith', 'pharmaceuticals', 'last', 'year']",well study history mathematic biology zenith pharmaceutical last year,well study history mathematic biology zenith pharmaceutical last year
1094,"By the way, The women's committee organized the fundraiser at the harbor. We'll follow up next week.","by the way, the women's committee organized the fundraiser at the harbor. we'll follow up next week.",by the way the women s committee organized the fundraiser at the harbor we ll follow up next week,"['by', 'the', 'way', 'the', 'women', 's', 'committee', 'organized', 'the', 'fundraiser', 'at', 'the', 'harbor', 'we', 'll', 'follow', 'up', 'next', 'week']","['way', 'women', 's', 'committee', 'organized', 'fundraiser', 'harbor', 'll', 'follow', 'next', 'week']",way woman s committee organiz fundrais harbor ll follow next week,way woman s committee organiz fundraiser harbor ll follow next week
1095,"Frankly, We can't wait to visit garden again this summer, it was AMAZING!!!","frankly, we can't wait to visit garden again this summer, it was amazing!!!",frankly we can t wait to visit garden again this summer it was amazing,"['frankly', 'we', 'can', 't', 'wait', 'to', 'visit', 'garden', 'again', 'this', 'summer', 'it', 'was', 'amazing']","['frankly', 't', 'wait', 'visit', 'garden', 'summer', 'amazing']",frank t wait visit garden summ amaz,frankly t wait visit garden summer amaz
1096,"Honestly, The dogs were RUNNING across the factory while the cats watched quietly. I still can't believe it.","honestly, the dogs were running across the factory while the cats watched quietly. i still can't believe it.",honestly the dogs were running across the factory while the cats watched quietly i still can t believe it,"['honestly', 'the', 'dogs', 'were', 'running', 'across', 'the', 'factory', 'while', 'the', 'cats', 'watched', 'quietly', 'i', 'still', 'can', 't', 'believe', 'it']","['honestly', 'dogs', 'running', 'across', 'factory', 'cats', 'watched', 'quietly', 'still', 't', 'believe']",honest dog run acros factory cat watch quiet still t believe,honestly dog run across factory cat watch quietly still t believe
