id,text,sentiment,sentiment_score,emotion,category
1361,"This tour package was average; nothing special, but nothing terrible either.",Neutral,-0.06,Neutral,Travel Review
1362,The pasta dish impressed everyone in our group; simply excellent.,Positive,0.87,Happy,Food Review
1363,"This textbook turned out to be delightful, and I would recommend it to anyone.",Positive,1.0,Happy,Education
1364,"Unfortunately, the beach destination was frustrating, and I regret spending money on it.",Negative,-0.72,Disappointed,Travel Review
1365,"The moving company turned out to be fantastic, and I would recommend it to anyone.",Positive,0.77,Satisfied,Service Review
1366,I'd describe the city tour as fine — it did the job without standing out.,Neutral,0.04,Neutral,Travel Review
1367,"Sadly, the romantic comedy turned out to be awful, and I wouldn't try it again.",Negative,-0.69,Disappointed,Movie Review
1368,We were thrilled with the smartwatch — it felt exceptional and well worth the money.,Positive,0.82,Satisfied,Product Review
1369,We were thrilled with this textbook — it felt amazing and well worth the money.,Positive,0.72,Excited,Education
1370,The new sequel left a lot to be desired; overall it felt mediocre.,Negative,-0.91,Fear,Movie Review
1371,We were thrilled with this documentary — it felt outstanding and well worth the money.,Positive,0.79,Satisfied,Movie Review
1372,I was really let down by the office chair — it was unreliable compared to what was promised.,Negative,-0.99,Sad,Product Review
1373,"I have to say, the training program exceeded my expectations; it was truly impressive.",Positive,0.83,Happy,Education
1374,I was really let down by the latest trend — it was mediocre compared to what was promised.,Negative,-0.88,Sad,Social Media
1375,"Unfortunately, the new sequel was disappointing, and I regret spending money on it.",Negative,-0.85,Disappointed,Movie Review
1376,"Unfortunately, this documentary was disappointing, and I regret spending money on it.",Negative,-0.9,Angry,Movie Review
1377,We were thrilled with this blender — it felt amazing and well worth the money.,Positive,0.93,Happy,Product Review
1378,"The romantic comedy turned out to be outstanding, and I would recommend it to anyone.",Positive,0.99,Excited,Movie Review
1379,The dessert menu met the basic expectations and was generally standard.,Neutral,0.13,Neutral,Food Review
1380,"The dessert menu turned out to be excellent, and I would recommend it to anyone.",Positive,0.72,Happy,Food Review
1381,"I have to say, the animated movie exceeded my expectations; it was truly outstanding.",Positive,0.85,Satisfied,Movie Review
1382,The tech support line was a disappointment; the whole experience felt subpar.,Negative,-0.65,Disappointed,Service Review
1383,The smartwatch left a lot to be desired; overall it felt underwhelming.,Negative,-0.65,Fear,Product Review
1384,I was really let down by this consulting firm — it was unreliable compared to what was promised.,Negative,-0.8,Fear,Service Review
1385,This water bottle met the basic expectations and was generally unremarkable.,Neutral,-0.07,Neutral,Product Review
1386,I'd describe the pasta dish as ordinary — it did the job without standing out.,Neutral,-0.14,Neutral,Food Review
1387,I was really let down by this backpack — it was underwhelming compared to what was promised.,Negative,-0.77,Disappointed,Product Review
1388,"Sadly, the livestream turned out to be overpriced, and I wouldn't try it again.",Negative,-0.97,Sad,Social Media
1389,"I have to say, this hostel exceeded my expectations; it was truly impressive.",Positive,0.81,Satisfied,Travel Review
1390,"This post was adequate; nothing special, but nothing terrible either.",Neutral,0.07,Neutral,Social Media
1391,"Sadly, the office chair turned out to be disappointing, and I wouldn't try it again.",Negative,-0.79,Angry,Product Review
1392,I was really let down by this meme — it was disappointing compared to what was promised.,Negative,-0.78,Sad,Social Media
1393,We were thrilled with the delivery service — it felt top-notch and well worth the money.,Positive,0.78,Satisfied,Service Review
1394,"I have to say, this laptop exceeded my expectations; it was truly superb.",Positive,0.8,Excited,Product Review
1395,"Sadly, this post turned out to be awful, and I wouldn't try it again.",Negative,-0.95,Disappointed,Social Media
1396,The new update impressed everyone in our group; simply delightful.,Positive,0.8,Happy,Social Media
1397,"Sadly, the study guide turned out to be mediocre, and I wouldn't try it again.",Negative,-0.95,Fear,Education
1398,I'd describe the new cafe as reasonable — it did the job without standing out.,Neutral,-0.07,Neutral,Food Review
1399,"This water bottle was adequate overall, similar to most alternatives out there.",Neutral,-0.09,Neutral,Product Review
1400,"The resort turned out to be superb, and I would recommend it to anyone.",Positive,0.99,Excited,Travel Review
1401,"Honestly, the beach destination was superb from start to finish, no complaints at all.",Positive,0.74,Satisfied,Travel Review
1402,It's hard to say much about the new update; it was simply ordinary.,Neutral,-0.06,Neutral,Social Media
1403,"This course turned out to be fantastic, and I would recommend it to anyone.",Positive,0.99,Happy,Education
1404,"Sadly, this tour package turned out to be subpar, and I wouldn't try it again.",Negative,-0.99,Angry,Travel Review
1405,The new cafe met the basic expectations and was generally acceptable.,Neutral,-0.09,Neutral,Food Review
1406,"This cruise turned out to be impressive, and I would recommend it to anyone.",Positive,0.67,Happy,Travel Review
1407,"Unfortunately, this hotel was frustrating, and I regret spending money on it.",Negative,-0.77,Angry,Travel Review
1408,"The delivery service turned out to be delightful, and I would recommend it to anyone.",Positive,0.64,Satisfied,Service Review
1409,We were thrilled with this repair service — it felt outstanding and well worth the money.,Positive,0.9,Excited,Service Review
1410,This blender left a lot to be desired; overall it felt terrible.,Negative,-0.67,Sad,Product Review
1411,The moving company left a lot to be desired; overall it felt poorly made.,Negative,-0.92,Angry,Service Review
1412,"I have to say, this food truck exceeded my expectations; it was truly amazing.",Positive,0.7,Happy,Food Review
1413,"Sadly, the tech support line turned out to be poorly made, and I wouldn't try it again.",Negative,-0.57,Fear,Service Review
1414,This food truck impressed everyone in our group; simply excellent.,Positive,0.7,Happy,Food Review
1415,It's hard to say much about the delivery service; it was simply reasonable.,Neutral,-0.06,Neutral,Service Review
1416,I was really let down by this backpack — it was subpar compared to what was promised.,Negative,-0.72,Sad,Product Review
1417,We were thrilled with the animated movie — it felt exceptional and well worth the money.,Positive,0.79,Happy,Movie Review
1418,"I have to say, the online lecture exceeded my expectations; it was truly excellent.",Positive,0.79,Happy,Education
1419,This consulting firm impressed everyone in our group; simply wonderful.,Positive,0.73,Happy,Service Review
1420,It's hard to say much about this certification; it was simply average.,Neutral,-0.1,Neutral,Education
1421,The new update impressed everyone in our group; simply top-notch.,Positive,0.95,Happy,Social Media
1422,This course left a lot to be desired; overall it felt frustrating.,Negative,-0.8,Angry,Education
1423,"The study guide turned out to be superb, and I would recommend it to anyone.",Positive,0.63,Excited,Education
1424,This tour package impressed everyone in our group; simply impressive.,Positive,0.67,Excited,Travel Review
1425,"Honestly, this hotel was impressive from start to finish, no complaints at all.",Positive,0.62,Excited,Travel Review
1426,"This thriller was average; nothing special, but nothing terrible either.",Neutral,0.1,Neutral,Movie Review
1427,"Honestly, the city tour was superb from start to finish, no complaints at all.",Positive,0.63,Happy,Travel Review
1428,We were thrilled with this post — it felt wonderful and well worth the money.,Positive,0.66,Satisfied,Social Media
1429,"This certification turned out to be delightful, and I would recommend it to anyone.",Positive,0.83,Excited,Education
1430,I'd describe this hostel as acceptable — it did the job without standing out.,Neutral,0.11,Neutral,Travel Review
1431,This food truck impressed everyone in our group; simply top-notch.,Positive,0.87,Satisfied,Food Review
1432,This workshop was a disappointment; the whole experience felt overpriced.,Negative,-0.73,Disappointed,Education
1433,I'd describe this diner as ordinary — it did the job without standing out.,Neutral,0.01,Neutral,Food Review
1434,This consulting firm met the basic expectations and was generally okay.,Neutral,0.06,Neutral,Service Review
1435,This hostel met the basic expectations and was generally fine.,Neutral,0.03,Neutral,Travel Review
1436,I was really let down by this hostel — it was terrible compared to what was promised.,Negative,-0.73,Angry,Travel Review
1437,We were thrilled with the mountain lodge — it felt fantastic and well worth the money.,Positive,0.69,Happy,Travel Review
1438,The action film was a disappointment; the whole experience felt unreliable.,Negative,-0.85,Angry,Movie Review
1439,The dessert menu left a lot to be desired; overall it felt mediocre.,Negative,-0.95,Sad,Food Review
1440,"I have to say, this cruise exceeded my expectations; it was truly wonderful.",Positive,0.75,Excited,Travel Review
1441,The training program left a lot to be desired; overall it felt frustrating.,Negative,-0.79,Fear,Education
1442,It's hard to say much about this workshop; it was simply unremarkable.,Neutral,0.12,Neutral,Education
1443,"Unfortunately, the tech support line was frustrating, and I regret spending money on it.",Negative,-0.7,Fear,Service Review
1444,I'd describe the dessert menu as adequate — it did the job without standing out.,Neutral,-0.02,Neutral,Food Review
1445,"Unfortunately, the sushi platter was mediocre, and I regret spending money on it.",Negative,-0.72,Disappointed,Food Review
1446,This food truck impressed everyone in our group; simply impressive.,Positive,0.95,Satisfied,Food Review
1447,The office chair impressed everyone in our group; simply top-notch.,Positive,0.7,Excited,Product Review
1448,It's hard to say much about this course; it was simply reasonable.,Neutral,-0.05,Neutral,Education
1449,"The romantic comedy turned out to be superb, and I would recommend it to anyone.",Positive,0.89,Excited,Movie Review
1450,"Honestly, the wireless headphones was top-notch from start to finish, no complaints at all.",Positive,0.86,Excited,Product Review
1451,This tour package left a lot to be desired; overall it felt overpriced.,Negative,-0.86,Sad,Travel Review
1452,We were thrilled with the customer support team — it felt outstanding and well worth the money.,Positive,0.8,Satisfied,Service Review
1453,I'd describe this documentary as unremarkable — it did the job without standing out.,Neutral,0.09,Neutral,Movie Review
1454,The tech support line was a disappointment; the whole experience felt frustrating.,Negative,-0.87,Disappointed,Service Review
1455,We were thrilled with the app redesign — it felt superb and well worth the money.,Positive,0.98,Happy,Social Media
1456,This workshop impressed everyone in our group; simply top-notch.,Positive,0.93,Excited,Education
1457,"This backpack was standard overall, similar to most alternatives out there.",Neutral,-0.02,Neutral,Product Review
1458,"Honestly, the city tour was wonderful from start to finish, no complaints at all.",Positive,0.62,Excited,Travel Review
1459,I was really let down by the training program — it was disappointing compared to what was promised.,Negative,-0.9,Fear,Education
1460,"Unfortunately, this cruise was disappointing, and I regret spending money on it.",Negative,-0.83,Angry,Travel Review
1461,We were thrilled with this course — it felt fantastic and well worth the money.,Positive,0.68,Happy,Education
1462,"Sadly, the customer support team turned out to be frustrating, and I wouldn't try it again.",Negative,-0.92,Angry,Service Review
1463,I'd describe this film as okay — it did the job without standing out.,Neutral,-0.05,Neutral,Movie Review
1464,It's hard to say much about this repair service; it was simply typical.,Neutral,0.05,Neutral,Service Review
1465,"Sadly, this hotel turned out to be mediocre, and I wouldn't try it again.",Negative,-0.76,Sad,Travel Review
1466,It's hard to say much about this textbook; it was simply typical.,Neutral,0.1,Neutral,Education
1467,I'd describe the customer support team as standard — it did the job without standing out.,Neutral,-0.02,Neutral,Service Review
1468,"Unfortunately, this certification was terrible, and I regret spending money on it.",Negative,-0.8,Angry,Education
1469,"This restaurant was unremarkable; nothing special, but nothing terrible either.",Neutral,0.01,Neutral,Food Review
1470,"Honestly, this textbook was excellent from start to finish, no complaints at all.",Positive,0.79,Happy,Education
1471,"The smartwatch turned out to be outstanding, and I would recommend it to anyone.",Positive,0.86,Satisfied,Product Review
1472,I'd describe this drama as adequate — it did the job without standing out.,Neutral,0.11,Neutral,Movie Review
1473,"Sadly, this backpack turned out to be unreliable, and I wouldn't try it again.",Negative,-0.81,Sad,Product Review
1474,This laptop met the basic expectations and was generally unremarkable.,Neutral,0.07,Neutral,Product Review
1475,"Honestly, this blender was wonderful from start to finish, no complaints at all.",Positive,0.94,Excited,Product Review
1476,The romantic comedy left a lot to be desired; overall it felt disappointing.,Negative,-0.86,Disappointed,Movie Review
1477,I was really let down by the smartwatch — it was mediocre compared to what was promised.,Negative,-0.68,Sad,Product Review
1478,The new sequel impressed everyone in our group; simply top-notch.,Positive,0.7,Satisfied,Movie Review
1479,"Unfortunately, this water bottle was subpar, and I regret spending money on it.",Negative,-0.8,Angry,Product Review
1480,I was really let down by this consulting firm — it was terrible compared to what was promised.,Negative,-0.59,Fear,Service Review
1481,This course left a lot to be desired; overall it felt disappointing.,Negative,-0.99,Sad,Education
1482,"I have to say, the tutoring session exceeded my expectations; it was truly superb.",Positive,0.98,Happy,Education
1483,"I have to say, this documentary exceeded my expectations; it was truly exceptional.",Positive,0.76,Satisfied,Movie Review
1484,This blender impressed everyone in our group; simply wonderful.,Positive,0.63,Happy,Product Review
1485,"This thread was acceptable; nothing special, but nothing terrible either.",Neutral,0.08,Neutral,Social Media
1486,I was really let down by the dessert menu — it was poorly made compared to what was promised.,Negative,-0.83,Angry,Food Review
1487,This film was a disappointment; the whole experience felt disappointing.,Negative,-0.99,Angry,Movie Review
1488,"I have to say, the new update exceeded my expectations; it was truly top-notch.",Positive,0.69,Happy,Social Media
1489,"The study guide turned out to be excellent, and I would recommend it to anyone.",Positive,0.82,Happy,Education
1490,This course impressed everyone in our group; simply fantastic.,Positive,0.95,Happy,Education
1491,"Honestly, this thriller was delightful from start to finish, no complaints at all.",Positive,0.92,Excited,Movie Review
1492,"Sadly, this hostel turned out to be awful, and I wouldn't try it again.",Negative,-0.83,Fear,Travel Review
1493,We were thrilled with the tech support line — it felt exceptional and well worth the money.,Positive,0.88,Satisfied,Service Review
1494,"Sadly, the training program turned out to be disappointing, and I wouldn't try it again.",Negative,-0.7,Sad,Education
1495,It's hard to say much about the new cafe; it was simply fine.,Neutral,-0.14,Neutral,Food Review
1496,I'd describe the training program as reasonable — it did the job without standing out.,Neutral,0.11,Neutral,Education
1497,"This workshop was typical overall, similar to most alternatives out there.",Neutral,0.03,Neutral,Education
1498,I'd describe this consulting firm as unremarkable — it did the job without standing out.,Neutral,0.12,Neutral,Service Review
1499,This thread met the basic expectations and was generally fine.,Neutral,0.01,Neutral,Social Media
1500,I'd describe this workshop as acceptable — it did the job without standing out.,Neutral,-0.04,Neutral,Education
1501,"The tech support line turned out to be exceptional, and I would recommend it to anyone.",Positive,0.91,Happy,Service Review
1502,The city tour impressed everyone in our group; simply impressive.,Positive,0.92,Happy,Travel Review
1503,"This backpack was average overall, similar to most alternatives out there.",Neutral,0.12,Neutral,Product Review
1504,The delivery service left a lot to be desired; overall it felt subpar.,Negative,-0.91,Fear,Service Review
1505,The app redesign was a disappointment; the whole experience felt poorly made.,Negative,-0.93,Fear,Social Media
1506,I'd describe the livestream as standard — it did the job without standing out.,Neutral,0.13,Neutral,Social Media
1507,"This bakery turned out to be wonderful, and I would recommend it to anyone.",Positive,0.8,Happy,Food Review
1508,It's hard to say much about this water bottle; it was simply reasonable.,Neutral,0.05,Neutral,Product Review
1509,"Unfortunately, the pasta dish was terrible, and I regret spending money on it.",Negative,-0.66,Sad,Food Review
1510,The smartwatch left a lot to be desired; overall it felt awful.,Negative,-0.75,Angry,Product Review
1511,I was really let down by the sushi platter — it was unreliable compared to what was promised.,Negative,-0.91,Sad,Food Review
1512,"Sadly, the tutoring session turned out to be awful, and I wouldn't try it again.",Negative,-0.9,Sad,Education
1513,"Unfortunately, this thriller was awful, and I regret spending money on it.",Negative,-0.56,Fear,Movie Review
1514,"I have to say, the training program exceeded my expectations; it was truly amazing.",Positive,0.83,Satisfied,Education
1515,I'd describe the tutoring session as okay — it did the job without standing out.,Neutral,-0.06,Neutral,Education
1516,"The tech support line turned out to be amazing, and I would recommend it to anyone.",Positive,0.93,Happy,Service Review
1517,"The beach destination turned out to be wonderful, and I would recommend it to anyone.",Positive,0.72,Happy,Travel Review
1518,I was really let down by this certification — it was mediocre compared to what was promised.,Negative,-0.63,Disappointed,Education
1519,The dessert menu was a disappointment; the whole experience felt subpar.,Negative,-0.84,Angry,Food Review
1520,"The study guide turned out to be fantastic, and I would recommend it to anyone.",Positive,0.87,Excited,Education
1521,This textbook left a lot to be desired; overall it felt awful.,Negative,-0.91,Angry,Education
1522,The latest trend met the basic expectations and was generally average.,Neutral,-0.05,Neutral,Social Media
1523,The tech support line met the basic expectations and was generally average.,Neutral,0.06,Neutral,Service Review
1524,We were thrilled with this hostel — it felt excellent and well worth the money.,Positive,0.98,Excited,Travel Review
1525,We were thrilled with this food truck — it felt impressive and well worth the money.,Positive,0.73,Excited,Food Review
1526,"Honestly, this thriller was exceptional from start to finish, no complaints at all.",Positive,0.73,Excited,Movie Review
1527,I'd describe the sushi platter as typical — it did the job without standing out.,Neutral,-0.06,Neutral,Food Review
1528,"I have to say, the app redesign exceeded my expectations; it was truly exceptional.",Positive,0.71,Happy,Social Media
1529,"The new sequel turned out to be top-notch, and I would recommend it to anyone.",Positive,0.77,Excited,Movie Review
1530,We were thrilled with the sushi platter — it felt delightful and well worth the money.,Positive,0.65,Satisfied,Food Review
1531,This consulting firm left a lot to be desired; overall it felt overpriced.,Negative,-0.69,Sad,Service Review
1532,This hostel was a disappointment; the whole experience felt overpriced.,Negative,-0.63,Sad,Travel Review
1533,"This food truck was ordinary overall, similar to most alternatives out there.",Neutral,-0.14,Neutral,Food Review
1534,This consulting firm impressed everyone in our group; simply fantastic.,Positive,0.66,Excited,Service Review
1535,I was really let down by this film — it was poorly made compared to what was promised.,Negative,-0.85,Fear,Movie Review
1536,"Honestly, this rental agency was delightful from start to finish, no complaints at all.",Positive,0.77,Satisfied,Service Review
1537,The city tour impressed everyone in our group; simply top-notch.,Positive,0.79,Satisfied,Travel Review
1538,This food truck impressed everyone in our group; simply delightful.,Positive,0.86,Satisfied,Food Review
1539,"I have to say, the latest trend exceeded my expectations; it was truly excellent.",Positive,0.7,Satisfied,Social Media
1540,The smartwatch met the basic expectations and was generally ordinary.,Neutral,-0.08,Neutral,Product Review
1541,The moving company left a lot to be desired; overall it felt overpriced.,Negative,-0.9,Angry,Service Review
1542,"The romantic comedy turned out to be delightful, and I would recommend it to anyone.",Positive,0.67,Excited,Movie Review
1543,It's hard to say much about the delivery service; it was simply ordinary.,Neutral,-0.02,Neutral,Service Review
1544,The new update was a disappointment; the whole experience felt unreliable.,Negative,-0.62,Fear,Social Media
1545,We were thrilled with this thread — it felt fantastic and well worth the money.,Positive,0.87,Satisfied,Social Media
1546,The moving company left a lot to be desired; overall it felt terrible.,Negative,-0.91,Disappointed,Service Review
1547,This laptop left a lot to be desired; overall it felt poorly made.,Negative,-0.61,Angry,Product Review
1548,The resort impressed everyone in our group; simply excellent.,Positive,0.87,Satisfied,Travel Review
1549,This diner met the basic expectations and was generally adequate.,Neutral,0.05,Neutral,Food Review
1550,"This repair service was okay; nothing special, but nothing terrible either.",Neutral,0.12,Neutral,Service Review
1551,This cruise impressed everyone in our group; simply superb.,Positive,0.94,Satisfied,Travel Review
1552,We were thrilled with the moving company — it felt delightful and well worth the money.,Positive,0.61,Happy,Service Review
1553,"This thriller was okay; nothing special, but nothing terrible either.",Neutral,-0.07,Neutral,Movie Review
1554,This meme met the basic expectations and was generally reasonable.,Neutral,-0.14,Neutral,Social Media
1555,"Unfortunately, the office chair was disappointing, and I regret spending money on it.",Negative,-0.73,Angry,Product Review
1556,"Unfortunately, the tech support line was overpriced, and I regret spending money on it.",Negative,-0.86,Fear,Service Review
1557,I was really let down by the city tour — it was frustrating compared to what was promised.,Negative,-0.82,Fear,Travel Review
1558,"Sadly, the vacuum cleaner turned out to be frustrating, and I wouldn't try it again.",Negative,-0.99,Angry,Product Review
1559,"I have to say, the new update exceeded my expectations; it was truly impressive.",Positive,0.72,Happy,Social Media
1560,"The training program was adequate overall, similar to most alternatives out there.",Neutral,-0.02,Neutral,Education
1561,This course impressed everyone in our group; simply delightful.,Positive,0.74,Excited,Education
1562,"Unfortunately, the customer support team was mediocre, and I regret spending money on it.",Negative,-0.69,Angry,Service Review
1563,"The tech support line turned out to be wonderful, and I would recommend it to anyone.",Positive,0.81,Happy,Service Review
1564,"Sadly, this hostel turned out to be underwhelming, and I wouldn't try it again.",Negative,-0.59,Disappointed,Travel Review
1565,"I have to say, the app redesign exceeded my expectations; it was truly wonderful.",Positive,0.6,Happy,Social Media
1566,The online lecture was a disappointment; the whole experience felt awful.,Negative,-0.69,Disappointed,Education
1567,"The delivery service turned out to be amazing, and I would recommend it to anyone.",Positive,0.77,Happy,Service Review
1568,It's hard to say much about this laptop; it was simply average.,Neutral,0.04,Neutral,Product Review
1569,"I have to say, the city tour exceeded my expectations; it was truly wonderful.",Positive,0.78,Happy,Travel Review
1570,I'd describe the delivery service as okay — it did the job without standing out.,Neutral,0.04,Neutral,Service Review
1571,"The beach destination was ordinary overall, similar to most alternatives out there.",Neutral,0.12,Neutral,Travel Review
1572,We were thrilled with this drama — it felt top-notch and well worth the money.,Positive,0.64,Happy,Movie Review
1573,I'd describe the beach destination as typical — it did the job without standing out.,Neutral,-0.01,Neutral,Travel Review
1574,"Honestly, the new cafe was exceptional from start to finish, no complaints at all.",Positive,0.84,Satisfied,Food Review
1575,It's hard to say much about this cruise; it was simply reasonable.,Neutral,-0.06,Neutral,Travel Review
1576,"Honestly, the vacuum cleaner was fantastic from start to finish, no complaints at all.",Positive,0.77,Satisfied,Product Review
1577,"The new cafe was reasonable; nothing special, but nothing terrible either.",Neutral,0.04,Neutral,Food Review
1578,This backpack left a lot to be desired; overall it felt awful.,Negative,-0.98,Angry,Product Review
1579,We were thrilled with this water bottle — it felt outstanding and well worth the money.,Positive,0.64,Happy,Product Review
1580,"Unfortunately, the pasta dish was poorly made, and I regret spending money on it.",Negative,-0.78,Angry,Food Review
1581,"This film was ordinary overall, similar to most alternatives out there.",Neutral,-0.1,Neutral,Movie Review
1582,"Sadly, the latest trend turned out to be subpar, and I wouldn't try it again.",Negative,-0.97,Angry,Social Media
1583,The resort impressed everyone in our group; simply wonderful.,Positive,0.89,Excited,Travel Review
1584,I was really let down by this laptop — it was poorly made compared to what was promised.,Negative,-0.78,Angry,Product Review
1585,This food truck was a disappointment; the whole experience felt overpriced.,Negative,-0.72,Sad,Food Review
1586,"Unfortunately, this tour package was disappointing, and I regret spending money on it.",Negative,-0.76,Disappointed,Travel Review
1587,We were thrilled with the delivery service — it felt delightful and well worth the money.,Positive,0.62,Happy,Service Review
1588,The action film impressed everyone in our group; simply excellent.,Positive,0.94,Satisfied,Movie Review
1589,The dessert menu left a lot to be desired; overall it felt disappointing.,Negative,-0.84,Sad,Food Review
1590,This course impressed everyone in our group; simply exceptional.,Positive,0.86,Satisfied,Education
1591,I'd describe the online lecture as fine — it did the job without standing out.,Neutral,0.06,Neutral,Education
1592,"Sadly, this course turned out to be awful, and I wouldn't try it again.",Negative,-0.84,Fear,Education
1593,I was really let down by the new sequel — it was unreliable compared to what was promised.,Negative,-0.67,Angry,Movie Review
1594,"Sadly, this food truck turned out to be underwhelming, and I wouldn't try it again.",Negative,-0.65,Sad,Food Review
1595,I'd describe the app redesign as average — it did the job without standing out.,Neutral,-0.08,Neutral,Social Media
1596,"I have to say, the wireless headphones exceeded my expectations; it was truly wonderful.",Positive,0.94,Excited,Product Review
1597,"I have to say, the office chair exceeded my expectations; it was truly top-notch.",Positive,0.87,Happy,Product Review
1598,I'd describe this food truck as standard — it did the job without standing out.,Neutral,-0.14,Neutral,Food Review
1599,The city tour met the basic expectations and was generally standard.,Neutral,0.05,Neutral,Travel Review
1600,"I have to say, the animated movie exceeded my expectations; it was truly fantastic.",Positive,0.73,Happy,Movie Review
1601,This hotel left a lot to be desired; overall it felt disappointing.,Negative,-0.73,Fear,Travel Review
1602,"Sadly, this repair service turned out to be disappointing, and I wouldn't try it again.",Negative,-0.59,Fear,Service Review
1603,This food truck met the basic expectations and was generally okay.,Neutral,-0.11,Neutral,Food Review
1604,We were thrilled with this cruise — it felt exceptional and well worth the money.,Positive,0.81,Happy,Travel Review
1605,We were thrilled with this backpack — it felt amazing and well worth the money.,Positive,0.68,Excited,Product Review
1606,"I have to say, this restaurant exceeded my expectations; it was truly outstanding.",Positive,0.61,Excited,Food Review
1607,The new cafe left a lot to be desired; overall it felt overpriced.,Negative,-0.89,Sad,Food Review
1608,We were thrilled with the online lecture — it felt excellent and well worth the money.,Positive,0.73,Happy,Education
1609,This film was a disappointment; the whole experience felt frustrating.,Negative,-0.71,Angry,Movie Review
1610,I'd describe the city tour as reasonable — it did the job without standing out.,Neutral,-0.15,Neutral,Travel Review
1611,"Sadly, the city tour turned out to be terrible, and I wouldn't try it again.",Negative,-0.79,Disappointed,Travel Review
1612,"This hotel turned out to be delightful, and I would recommend it to anyone.",Positive,0.8,Satisfied,Travel Review
1613,I'd describe this certification as ordinary — it did the job without standing out.,Neutral,-0.13,Neutral,Education
1614,"Honestly, the beach destination was delightful from start to finish, no complaints at all.",Positive,0.75,Happy,Travel Review
1615,It's hard to say much about this workshop; it was simply average.,Neutral,0.06,Neutral,Education
1616,"I have to say, this bakery exceeded my expectations; it was truly excellent.",Positive,0.79,Excited,Food Review
1617,I was really let down by the beach destination — it was disappointing compared to what was promised.,Negative,-0.88,Disappointed,Travel Review
1618,I was really let down by the mountain lodge — it was disappointing compared to what was promised.,Negative,-0.95,Sad,Travel Review
1619,The study guide left a lot to be desired; overall it felt awful.,Negative,-0.8,Fear,Education
1620,"Unfortunately, this course was subpar, and I regret spending money on it.",Negative,-0.95,Sad,Education
1621,"I have to say, the city tour exceeded my expectations; it was truly superb.",Positive,0.88,Satisfied,Travel Review
1622,We were thrilled with this documentary — it felt wonderful and well worth the money.,Positive,0.63,Excited,Movie Review
1623,"I have to say, this textbook exceeded my expectations; it was truly top-notch.",Positive,0.87,Happy,Education
1624,I'd describe the office chair as unremarkable — it did the job without standing out.,Neutral,0.01,Neutral,Product Review
1625,I was really let down by the new update — it was terrible compared to what was promised.,Negative,-0.8,Fear,Social Media
1626,"The sushi platter was average; nothing special, but nothing terrible either.",Neutral,-0.14,Neutral,Food Review
1627,"This thriller turned out to be amazing, and I would recommend it to anyone.",Positive,0.79,Satisfied,Movie Review
1628,"This consulting firm turned out to be superb, and I would recommend it to anyone.",Positive,0.78,Satisfied,Service Review
1629,"I have to say, the study guide exceeded my expectations; it was truly top-notch.",Positive,0.77,Excited,Education
1630,It's hard to say much about the vacuum cleaner; it was simply average.,Neutral,-0.1,Neutral,Product Review
1631,"Honestly, this food truck was fantastic from start to finish, no complaints at all.",Positive,0.84,Happy,Food Review
1632,This laptop left a lot to be desired; overall it felt frustrating.,Negative,-0.77,Disappointed,Product Review
1633,The study guide was a disappointment; the whole experience felt unreliable.,Negative,-0.56,Angry,Education
1634,"Sadly, the pasta dish turned out to be mediocre, and I wouldn't try it again.",Negative,-0.9,Disappointed,Food Review
1635,"Unfortunately, this post was frustrating, and I regret spending money on it.",Negative,-0.78,Angry,Social Media
1636,"The vacuum cleaner was ordinary overall, similar to most alternatives out there.",Neutral,0.05,Neutral,Product Review
1637,"This backpack turned out to be excellent, and I would recommend it to anyone.",Positive,0.88,Excited,Product Review
1638,"Sadly, the tech support line turned out to be awful, and I wouldn't try it again.",Negative,-0.56,Angry,Service Review
1639,This cleaning company impressed everyone in our group; simply delightful.,Positive,0.92,Happy,Service Review
1640,"The resort was adequate; nothing special, but nothing terrible either.",Neutral,0.04,Neutral,Travel Review
1641,"I have to say, this drama exceeded my expectations; it was truly wonderful.",Positive,0.86,Excited,Movie Review
1642,This diner left a lot to be desired; overall it felt frustrating.,Negative,-0.7,Disappointed,Food Review
1643,The tutoring session left a lot to be desired; overall it felt unreliable.,Negative,-0.64,Fear,Education
1644,It's hard to say much about the new update; it was simply fine.,Neutral,0.05,Neutral,Social Media
1645,We were thrilled with this tour package — it felt fantastic and well worth the money.,Positive,0.79,Happy,Travel Review
1646,"I have to say, the pasta dish exceeded my expectations; it was truly exceptional.",Positive,0.79,Excited,Food Review
1647,"I have to say, the new sequel exceeded my expectations; it was truly superb.",Positive,0.88,Excited,Movie Review
1648,"This tour package was adequate; nothing special, but nothing terrible either.",Neutral,0.14,Neutral,Travel Review
1649,"I have to say, this cleaning company exceeded my expectations; it was truly excellent.",Positive,0.62,Excited,Service Review
1650,"Unfortunately, the moving company was disappointing, and I regret spending money on it.",Negative,-0.64,Fear,Service Review
1651,The new cafe left a lot to be desired; overall it felt subpar.,Negative,-0.81,Angry,Food Review
1652,This restaurant was a disappointment; the whole experience felt unreliable.,Negative,-0.9,Fear,Food Review
1653,"Honestly, this meme was superb from start to finish, no complaints at all.",Positive,0.65,Excited,Social Media
1654,"Honestly, the livestream was fantastic from start to finish, no complaints at all.",Positive,0.73,Satisfied,Social Media
1655,This certification left a lot to be desired; overall it felt unreliable.,Negative,-0.71,Angry,Education
